NearUserPos,FarUserPos,FarUserDist,TransmitPower,SNR,SumRateFarUser,SumRateNearUser,BERFarUser,BERNearUser,OutageProbFarUser,OutageProbNearUser,MAScheme
b2,a1,21.2132,-89,-5,0.0816177043513348,0.0816177043513348,0.4769,0.4398,1,1,OMA
b2,a1,21.2132,-89,-5,0.0451845258334096,0.0451845258334096,0.4752,0.3302,1,1,NOMA
b2,a1,21.2132,-88.5,-4.5,0.0916433823019969,0.0916433823019969,0.4855,0.4397,1,1,OMA
b2,a1,21.2132,-88.5,-4.5,0.0511437919724356,0.0511437919724356,0.4818,0.3311,1,1,NOMA
b2,a1,21.2132,-88,-4,0.10231527624768,0.10231527624768,0.4829,0.4361,1,1,OMA
b2,a1,21.2132,-88,-4,0.0576192897463284,0.0576192897463284,0.4799,0.3216,1,1,NOMA
b2,a1,21.2132,-87.5,-3.5,0.113873175419983,0.113873175419983,0.4825,0.4161,1,1,OMA
b2,a1,21.2132,-87.5,-3.5,0.0647518990707338,0.0647518990707338,0.48,0.2988,1,1,NOMA
b2,a1,21.2132,-87,-3,0.125474386863115,0.125474386863115,0.4789,0.4234,1,1,OMA
b2,a1,21.2132,-87,-3,0.0719678278881437,0.0719678278881437,0.4765,0.2969,1,1,NOMA
b2,a1,21.2132,-86.5,-2.5,0.137446973813871,0.137446973813871,0.4785,0.4213,1,1,OMA
b2,a1,21.2132,-86.5,-2.5,0.0797163603772281,0.0797163603772281,0.4767,0.2861,1,1,NOMA
b2,a1,21.2132,-86,-2,0.153015850674521,0.153015850674521,0.481,0.4172,1,1,OMA
b2,a1,21.2132,-86,-2,0.0895267410367676,0.0895267410367676,0.4756,0.2744,1,1,NOMA
b2,a1,21.2132,-85.5,-1.5,0.167041590492248,0.167041590492248,0.4702,0.4164,1,1,OMA
b2,a1,21.2132,-85.5,-1.5,0.0989229354067393,0.0989229354067393,0.4659,0.2657,1,1,NOMA
b2,a1,21.2132,-85,-1,0.183352066010588,0.183352066010588,0.4665,0.4063,1,1,OMA
b2,a1,21.2132,-85,-1,0.110292888177822,0.110292888177822,0.4617,0.2552,1,1,NOMA
b2,a1,21.2132,-84.5,-0.5,0.203665956714213,0.203665956714213,0.4691,0.4136,1,1,OMA
b2,a1,21.2132,-84.5,-0.5,0.12403458612815,0.12403458612815,0.4647,0.2466,1,1,NOMA
b2,a1,21.2132,-84,0,0.219093222171828,0.219093222171828,0.4662,0.406,1,1,OMA
b2,a1,21.2132,-84,0,0.135258558087486,0.135258558087486,0.4592,0.2383,1,1,NOMA
b2,a1,21.2132,-83.5,0.5,0.241320979038038,0.241320979038038,0.4643,0.4024,1,1,OMA
b2,a1,21.2132,-83.5,0.5,0.151232996749783,0.151232996749783,0.4593,0.2196,1,1,NOMA
b2,a1,21.2132,-83,1,0.266721792880661,0.266721792880661,0.4578,0.3985,1,1,OMA
b2,a1,21.2132,-83,1,0.169852877373277,0.169852877373277,0.453,0.2103,1,1,NOMA
b2,a1,21.2132,-82.5,1.5,0.292836215529936,0.292836215529936,0.4649,0.4001,1,1,OMA
b2,a1,21.2132,-82.5,1.5,0.189429001751266,0.189429001751266,0.4604,0.2045,1,1,NOMA
b2,a1,21.2132,-82,2,0.317601978674174,0.317601978674174,0.4501,0.3855,1,1,OMA
b2,a1,21.2132,-82,2,0.209023374290067,0.209023374290067,0.4454,0.1839,1,1,NOMA
b2,a1,21.2132,-81.5,2.5,0.344628692235418,0.344628692235418,0.4599,0.3827,1,1,OMA
b2,a1,21.2132,-81.5,2.5,0.230656421918805,0.230656421918805,0.4525,0.1809,1,1,NOMA
b2,a1,21.2132,-81,3,0.377744658296019,0.377744658296019,0.4534,0.3795,1,1,OMA
b2,a1,21.2132,-81,3,0.25751751790703,0.25751751790703,0.4452,0.1677,1,1,NOMA
b2,a1,21.2132,-80.5,3.5,0.402798082949453,0.402798082949453,0.4525,0.3698,1,1,OMA
b2,a1,21.2132,-80.5,3.5,0.279708173100527,0.279708173100527,0.4457,0.1567,1,1,NOMA
b2,a1,21.2132,-80,4,0.438818369961244,0.438818369961244,0.4537,0.3584,1,1,OMA
b2,a1,21.2132,-80,4,0.311179185610636,0.311179185610636,0.4471,0.1469,1,1,NOMA
b2,a1,21.2132,-79.5,4.5,0.47902999583113,0.47902999583113,0.4463,0.3475,1,0.9999,OMA
b2,a1,21.2132,-79.5,4.5,0.346749428480962,0.346749428480962,0.4403,0.1376,1,0.9999,NOMA
b2,a1,21.2132,-79,5,0.509558703925661,0.509558703925661,0.4492,0.3491,1,1,OMA
b2,a1,21.2132,-79,5,0.375062927771348,0.375062927771348,0.442,0.1249,1,0.9999,NOMA
b2,a1,21.2132,-78.5,5.5,0.556814206733761,0.556814206733761,0.4432,0.3293,1,1,OMA
b2,a1,21.2132,-78.5,5.5,0.419140906253,0.419140906253,0.4326,0.1151,1,0.9999,NOMA
b2,a1,21.2132,-78,6,0.59565266283076,0.59565266283076,0.4354,0.3174,1,0.9999,OMA
b2,a1,21.2132,-78,6,0.4572406395069,0.4572406395069,0.4252,0.1038,1,0.9993,NOMA
b2,a1,21.2132,-77.5,6.5,0.636245743671222,0.636245743671222,0.4472,0.2988,1,0.9995,OMA
b2,a1,21.2132,-77.5,6.5,0.499405277945405,0.499405277945405,0.4358,0.1032,1,0.9984,NOMA
b2,a1,21.2132,-77,7,0.68243059648296,0.68243059648296,0.4311,0.3005,1,0.999,OMA
b2,a1,21.2132,-77,7,0.54664503751828,0.54664503751828,0.4235,0.0942,1,0.9969,NOMA
b2,a1,21.2132,-76.5,7.5,0.7341370276235,0.7341370276235,0.4292,0.2846,1,0.9985,OMA
b2,a1,21.2132,-76.5,7.5,0.599744034653816,0.599744034653816,0.4216,0.0803,1,0.9966,NOMA
b2,a1,21.2132,-76,8,0.78010197982327,0.78010197982327,0.4211,0.2791,1,0.9974,OMA
b2,a1,21.2132,-76,8,0.651126191931069,0.651126191931069,0.4089,0.0779,1,0.9898,NOMA
b2,a1,21.2132,-75.5,8.5,0.831551753862235,0.831551753862235,0.4173,0.2575,1,0.9958,OMA
b2,a1,21.2132,-75.5,8.5,0.709925829938511,0.709925829938511,0.4028,0.0675,1,0.9848,NOMA
b2,a1,21.2132,-75,9,0.883919627939195,0.883919627939195,0.4131,0.2423,1,0.9892,OMA
b2,a1,21.2132,-75,9,0.770810849653425,0.770810849653425,0.3997,0.0642,1,0.9753,NOMA
b2,a1,21.2132,-74.5,9.5,0.947059537541589,0.947059537541589,0.404,0.2371,1,0.9827,OMA
b2,a1,21.2132,-74.5,9.5,0.845734851898782,0.845734851898782,0.3858,0.058,1,0.9645,NOMA
b2,a1,21.2132,-74,10,1.00551962465411,1.00551962465411,0.4103,0.2163,1,0.976,OMA
b2,a1,21.2132,-74,10,0.916606427954549,0.916606427954549,0.3971,0.0519,1,0.9469,NOMA
b2,a1,21.2132,-73.5,10.5,1.06233263966052,1.06233263966052,0.4,0.2159,1,0.9625,OMA
b2,a1,21.2132,-73.5,10.5,0.988112516079694,0.988112516079694,0.3829,0.0491,1,0.9271,NOMA
b2,a1,21.2132,-73,11,1.12041489871551,1.12041489871551,0.3976,0.1932,1,0.9481,OMA
b2,a1,21.2132,-73,11,1.06027210287852,1.06027210287852,0.3783,0.045,1,0.9084,NOMA
b2,a1,21.2132,-72.5,11.5,1.18377034270585,1.18377034270585,0.3922,0.1869,1,0.9311,OMA
b2,a1,21.2132,-72.5,11.5,1.14434721138085,1.14434721138085,0.3717,0.0382,1,0.8801,NOMA
b2,a1,21.2132,-72,12,1.25524642206642,1.25524642206642,0.3875,0.1663,1,0.9064,OMA
b2,a1,21.2132,-72,12,1.23783537709071,1.23783537709071,0.37,0.0309,1,0.8479,NOMA
