No,Comb,DistanceNu,DistanceFu,tSNR,rSINRFu,rSINRNu,cGainFu,cGainNu,SumRate,OutageFu,OutageNu,BERFu,BerNu
202,b2d2,7.071,15.811,-94,0.001620461,0.039756835,0.000016043,0.000394561,0.028746777,1,1,0.4823,0.4069
203,b2d3,7.071,15.811,-94,0.001608062,0.040194591,1.60417E-05,0.00039778,0.029078471,1,1,0.483,0.404
204,b2d4,7.071,21.2132,-94,0.000498505,0.039545794,4.9124E-06,0.0004015,0.028414903,1,1,0.4849,0.3936
205,b3a1,7.071,21.2132,-94,0.000487942,0.039894382,4.8888E-06,0.000403052,0.02766914,1,1,0.4918,0.3936
206,b3a2,7.071,15.811,-94,0.001588343,0.039523708,1.58107E-05,0.000403975,0.028685407,1,1,0.4741,0.3989
207,b3a3,7.071,15.811,-94,0.001607273,0.039993566,1.58743E-05,0.00039551,0.028840486,1,1,0.4833,0.401
208,b3a4,7.071,21.2132,-94,0.000494341,0.040474824,4.9496E-06,0.000403517,0.02811965,1,1,0.4848,0.399
209,b3b1,7.071,15.811,-94,0.0016196,0.039290479,1.59749E-05,0.000396647,0.028729875,1,1,0.4811,0.4079
210,b3b4,7.071,15.811,-94,0.00161752,0.04017592,1.59771E-05,0.000395508,0.028875262,1,1,0.4778,0.3987
211,b3c1,7.071,15.811,-94,0.00157643,0.040009313,1.60552E-05,0.0004059,0.029288376,1,1,0.4913,0.4025
212,b3c4,7.071,15.811,-94,0.001595166,0.039673782,1.60065E-05,0.000405204,0.029071204,1,1,0.4817,0.3956
213,b3d1,7.071,21.2132,-94,0.000491935,0.040406711,4.9691E-06,0.000396236,0.028491909,1,1,0.4907,0.3897
214,b3d2,7.071,15.811,-94,0.001620461,0.039756835,0.000016043,0.000394561,0.028746777,1,1,0.4823,0.4069
215,b3d3,7.071,15.811,-94,0.001608062,0.040194591,1.60417E-05,0.00039778,0.029078471,1,1,0.483,0.404
216,b3d4,7.071,21.2132,-94,0.000498505,0.039545794,4.9124E-06,0.0004015,0.028414903,1,1,0.4849,0.3936
217,c2a1,7.071,21.2132,-94,0.000487942,0.039894382,4.8888E-06,0.000403052,0.02766914,1,1,0.4918,0.3936
218,c2a2,7.071,15.811,-94,0.001588343,0.039523708,1.58107E-05,0.000403975,0.028685407,1,1,0.4741,0.3989
219,c2a3,7.071,15.811,-94,0.001607273,0.039993566,1.58743E-05,0.00039551,0.028840486,1,1,0.4833,0.401
220,c2a4,7.071,21.2132,-94,0.000494341,0.040474824,4.9496E-06,0.000403517,0.02811965,1,1,0.4848,0.399
221,c2b1,7.071,15.811,-94,0.0016196,0.039290479,1.59749E-05,0.000396647,0.028729875,1,1,0.4811,0.4079
222,c2b4,7.071,15.811,-94,0.00161752,0.04017592,1.59771E-05,0.000395508,0.028875262,1,1,0.4778,0.3987
223,c2c1,7.071,15.811,-94,0.00157643,0.040009313,1.60552E-05,0.0004059,0.029288376,1,1,0.4913,0.4025
224,c2c4,7.071,15.811,-94,0.001595166,0.039673782,1.60065E-05,0.000405204,0.029071204,1,1,0.4817,0.3956
225,c2d1,7.071,21.2132,-94,0.000491935,0.040406711,4.9691E-06,0.000396236,0.028491909,1,1,0.4907,0.3897
226,c2d2,7.071,15.811,-94,0.001620461,0.039756835,0.000016043,0.000394561,0.028746777,1,1,0.4823,0.4069
227,c2d3,7.071,15.811,-94,0.001608062,0.040194591,1.60417E-05,0.00039778,0.029078471,1,1,0.483,0.404
228,c2d4,7.071,21.2132,-94,0.000498505,0.039545794,4.9124E-06,0.0004015,0.028414903,1,1,0.4849,0.3936
229,c3a1,7.071,21.2132,-94,0.000487942,0.039894382,4.8888E-06,0.000403052,0.02766914,1,1,0.4918,0.3936
230,c3a2,7.071,15.811,-94,0.001588343,0.039523708,1.58107E-05,0.000403975,0.028685407,1,1,0.4741,0.3989
231,c3a3,7.071,15.811,-94,0.001607273,0.039993566,1.58743E-05,0.00039551,0.028840486,1,1,0.4833,0.401
232,c3a4,7.071,21.2132,-94,0.000494341,0.040474824,4.9496E-06,0.000403517,0.02811965,1,1,0.4848,0.399
233,c3b1,7.071,15.811,-94,0.0016196,0.039290479,1.59749E-05,0.000396647,0.028729875,1,1,0.4811,0.4079
234,c3b4,7.071,15.811,-94,0.00161752,0.04017592,1.59771E-05,0.000395508,0.028875262,1,1,0.4778,0.3987
235,c3c1,7.071,15.811,-94,0.00157643,0.040009313,1.60552E-05,0.0004059,0.029288376,1,1,0.4913,0.4025
236,c3c4,7.071,15.811,-94,0.001595166,0.039673782,1.60065E-05,0.000405204,0.029071204,1,1,0.4817,0.3956
237,c3d1,7.071,21.2132,-94,0.000491935,0.040406711,4.9691E-06,0.000396236,0.028491909,1,1,0.4907,0.3897
238,c3d2,7.071,15.811,-94,0.001620461,0.039756835,0.000016043,0.000394561,0.028746777,1,1,0.4823,0.4069
239,c3d3,7.071,15.811,-94,0.001608062,0.040194591,1.60417E-05,0.00039778,0.029078471,1,1,0.483,0.404
240,c3d4,7.071,21.2132,-94,0.000498505,0.039545794,4.9124E-06,0.0004015,0.028414903,1,1,0.4849,0.3936
241,b2a1,7.071,21.2132,-89,0.001543009,0.126157114,4.8888E-06,0.000403052,0.081670486,1,1,0.4834,0.3257
242,b2a2,7.071,15.811,-89,0.005022783,0.124984938,1.58107E-05,0.000403975,0.084767576,1,1,0.4598,0.332
243,b2a3,7.071,15.811,-89,0.005082643,0.126470761,1.58743E-05,0.00039551,0.085270019,1,1,0.4671,0.329
244,b2a4,7.071,21.2132,-89,0.001563244,0.127992633,4.9496E-06,0.000403517,0.082971702,1,1,0.477,0.3306
245,b2b1,7.071,15.811,-89,0.005121626,0.124247405,1.59749E-05,0.000396647,0.084979258,1,1,0.4653,0.3383
246,b2b4,7.071,15.811,-89,0.005115048,0.127047413,1.59771E-05,0.000395508,0.085317325,1,1,0.4629,0.3294
247,b2c1,7.071,15.811,-89,0.00498511,0.126520557,1.60552E-05,0.0004059,0.086464798,1,1,0.476,0.3333
248,b2c4,7.071,15.811,-89,0.005044358,0.125459515,1.60065E-05,0.000405204,0.085797739,1,1,0.4671,0.3259
249,b2d1,7.071,21.2132,-89,0.001555634,0.12777724,4.9691E-06,0.000396236,0.083913522,1,1,0.4824,0.3227
250,b2d2,7.071,15.811,-89,0.005124348,0.125722151,0.000016043,0.000394561,0.084947848,1,1,0.4665,0.3389
251,b2d3,7.071,15.811,-89,0.005085139,0.127106456,1.60417E-05,0.00039778,0.085926881,1,1,0.4656,0.3344
252,b2d4,7.071,21.2132,-89,0.00157641,0.125054782,4.9124E-06,0.0004015,0.08364546,1,1,0.4763,0.3265
253,b3a1,7.071,21.2132,-89,0.001543009,0.126157114,4.8888E-06,0.000403052,0.081670486,1,1,0.4834,0.3257
254,b3a2,7.071,15.811,-89,0.005022783,0.124984938,1.58107E-05,0.000403975,0.084767576,1,1,0.4598,0.332
255,b3a3,7.071,15.811,-89,0.005082643,0.126470761,1.58743E-05,0.00039551,0.085270019,1,1,0.4671,0.329
256,b3a4,7.071,21.2132,-89,0.001563244,0.127992633,4.9496E-06,0.000403517,0.082971702,1,1,0.477,0.3306
257,b3b1,7.071,15.811,-89,0.005121626,0.124247405,1.59749E-05,0.000396647,0.084979258,1,1,0.4653,0.3383
258,b3b4,7.071,15.811,-89,0.005115048,0.127047413,1.59771E-05,0.000395508,0.085317325,1,1,0.4629,0.3294
259,b3c1,7.071,15.811,-89,0.00498511,0.126520557,1.60552E-05,0.0004059,0.086464798,1,1,0.476,0.3333
260,b3c4,7.071,15.811,-89,0.005044358,0.125459515,1.60065E-05,0.000405204,0.085797739,1,1,0.4671,0.3259
261,b3d1,7.071,21.2132,-89,0.001555634,0.12777724,4.9691E-06,0.000396236,0.083913522,1,1,0.4824,0.3227
262,b3d2,7.071,15.811,-89,0.005124348,0.125722151,0.000016043,0.000394561,0.084947848,1,1,0.4665,0.3389
263,b3d3,7.071,15.811,-89,0.005085139,0.127106456,1.60417E-05,0.00039778,0.085926881,1,1,0.4656,0.3344
264,b3d4,7.071,21.2132,-89,0.00157641,0.125054782,4.9124E-06,0.0004015,0.08364546,1,1,0.4763,0.3265
265,c2a1,7.071,21.2132,-89,0.001543009,0.126157114,4.8888E-06,0.000403052,0.081670486,1,1,0.4834,0.3257
266,c2a2,7.071,15.811,-89,0.005022783,0.124984938,1.58107E-05,0.000403975,0.084767576,1,1,0.4598,0.332
267,c2a3,7.071,15.811,-89,0.005082643,0.126470761,1.58743E-05,0.00039551,0.085270019,1,1,0.4671,0.329
268,c2a4,7.071,21.2132,-89,0.001563244,0.127992633,4.9496E-06,0.000403517,0.082971702,1,1,0.477,0.3306
269,c2b1,7.071,15.811,-89,0.005121626,0.124247405,1.59749E-05,0.000396647,0.084979258,1,1,0.4653,0.3383
270,c2b4,7.071,15.811,-89,0.005115048,0.127047413,1.59771E-05,0.000395508,0.085317325,1,1,0.4629,0.3294
271,c2c1,7.071,15.811,-89,0.00498511,0.126520557,1.60552E-05,0.0004059,0.086464798,1,1,0.476,0.3333
272,c2c4,7.071,15.811,-89,0.005044358,0.125459515,1.60065E-05,0.000405204,0.085797739,1,1,0.4671,0.3259
273,c2d1,7.071,21.2132,-89,0.001555634,0.12777724,4.9691E-06,0.000396236,0.083913522,1,1,0.4824,0.3227
274,c2d2,7.071,15.811,-89,0.005124348,0.125722151,0.000016043,0.000394561,0.084947848,1,1,0.4665,0.3389
275,c2d3,7.071,15.811,-89,0.005085139,0.127106456,1.60417E-05,0.00039778,0.085926881,1,1,0.4656,0.3344
276,c2d4,7.071,21.2132,-89,0.00157641,0.125054782,4.9124E-06,0.0004015,0.08364546,1,1,0.4763,0.3265
277,c3a1,7.071,21.2132,-89,0.001543009,0.126157114,4.8888E-06,0.000403052,0.081670486,1,1,0.4834,0.3257
278,c3a2,7.071,15.811,-89,0.005022783,0.124984938,1.58107E-05,0.000403975,0.084767576,1,1,0.4598,0.332
279,c3a3,7.071,15.811,-89,0.005082643,0.126470761,1.58743E-05,0.00039551,0.085270019,1,1,0.4671,0.329
280,c3a4,7.071,21.2132,-89,0.001563244,0.127992633,4.9496E-06,0.000403517,0.082971702,1,1,0.477,0.3306
281,c3b1,7.071,15.811,-89,0.005121626,0.124247405,1.59749E-05,0.000396647,0.084979258,1,1,0.4653,0.3383
282,c3b4,7.071,15.811,-89,0.005115048,0.127047413,1.59771E-05,0.000395508,0.085317325,1,1,0.4629,0.3294
283,c3c1,7.071,15.811,-89,0.00498511,0.126520557,1.60552E-05,0.0004059,0.086464798,1,1,0.476,0.3333
284,c3c4,7.071,15.811,-89,0.005044358,0.125459515,1.60065E-05,0.000405204,0.085797739,1,1,0.4671,0.3259
285,c3d1,7.071,21.2132,-89,0.001555634,0.12777724,4.9691E-06,0.000396236,0.083913522,1,1,0.4824,0.3227
286,c3d2,7.071,15.811,-89,0.005124348,0.125722151,0.000016043,0.000394561,0.084947848,1,1,0.4665,0.3389
287,c3d3,7.071,15.811,-89,0.005085139,0.127106456,1.60417E-05,0.00039778,0.085926881,1,1,0.4656,0.3344
288,c3d4,7.071,21.2132,-89,0.00157641,0.125054782,4.9124E-06,0.0004015,0.08364546,1,1,0.4763,0.3265
289,b2a1,7.071,21.2132,-84,0.004879422,0.398943824,4.8888E-06,0.000403052,0.219280998,1,1,0.4671,0.2289
290,b2a2,7.071,15.811,-84,0.015883433,0.395237077,1.58107E-05,0.000403975,0.228404608,1,1,0.4335,0.2325
291,b2a3,7.071,15.811,-84,0.01607273,0.399935661,1.58743E-05,0.00039551,0.229962194,1,1,0.4375,0.2299
292,b2a4,7.071,21.2132,-84,0.004943413,0.404748244,4.9496E-06,0.000403517,0.222496562,1,1,0.4618,0.2337
293,b2b1,7.071,15.811,-84,0.016196004,0.392904792,1.59749E-05,0.000396647,0.229282527,1,1,0.4391,0.2402
294,b2b4,7.071,15.811,-84,0.016175201,0.401759196,1.59771E-05,0.000395508,0.229798715,1,1,0.4345,0.2349
295,b2c1,7.071,15.811,-84,0.015764303,0.40009313,1.60552E-05,0.0004059,0.232570097,1,1,0.4518,0.2337
296,b2c4,7.071,15.811,-84,0.015951661,0.39673782,1.60065E-05,0.000405204,0.230724685,1,1,0.4363,0.2285
297,b2d1,7.071,21.2132,-84,0.004919346,0.404067112,4.9691E-06,0.000396236,0.224379193,1,1,0.4686,0.2268
298,b2d2,7.071,15.811,-84,0.01620461,0.397568349,0.000016043,0.000394561,0.228971303,1,1,0.439,0.2426
299,b2d3,7.071,15.811,-84,0.016080622,0.401945906,1.60417E-05,0.00039778,0.231375452,1,1,0.4396,0.232
300,b2d4,7.071,21.2132,-84,0.004985047,0.395457943,4.9124E-06,0.0004015,0.223563812,1,1,0.4637,0.2337
301,b3a1,7.071,21.2132,-84,0.004879422,0.398943824,4.8888E-06,0.000403052,0.219280998,1,1,0.4671,0.2289
302,b3a2,7.071,15.811,-84,0.015883433,0.395237077,1.58107E-05,0.000403975,0.228404608,1,1,0.4335,0.2325
303,b3a3,7.071,15.811,-84,0.01607273,0.399935661,1.58743E-05,0.00039551,0.229962194,1,1,0.4375,0.2299
304,b3a4,7.071,21.2132,-84,0.004943413,0.404748244,4.9496E-06,0.000403517,0.222496562,1,1,0.4618,0.2337
305,b3b1,7.071,15.811,-84,0.016196004,0.392904792,1.59749E-05,0.000396647,0.229282527,1,1,0.4391,0.2402
306,b3b4,7.071,15.811,-84,0.016175201,0.401759196,1.59771E-05,0.000395508,0.229798715,1,1,0.4345,0.2349
307,b3c1,7.071,15.811,-84,0.015764303,0.40009313,1.60552E-05,0.0004059,0.232570097,1,1,0.4518,0.2337
308,b3c4,7.071,15.811,-84,0.015951661,0.39673782,1.60065E-05,0.000405204,0.230724685,1,1,0.4363,0.2285
309,b3d1,7.071,21.2132,-84,0.004919346,0.404067112,4.9691E-06,0.000396236,0.224379193,1,1,0.4686,0.2268
310,b3d2,7.071,15.811,-84,0.01620461,0.397568349,0.000016043,0.000394561,0.228971303,1,1,0.439,0.2426
311,b3d3,7.071,15.811,-84,0.016080622,0.401945906,1.60417E-05,0.00039778,0.231375452,1,1,0.4396,0.232
312,b3d4,7.071,21.2132,-84,0.004985047,0.395457943,4.9124E-06,0.0004015,0.223563812,1,1,0.4637,0.2337
313,c2a1,7.071,21.2132,-84,0.004879422,0.398943824,4.8888E-06,0.000403052,0.219280998,1,1,0.4671,0.2289
314,c2a2,7.071,15.811,-84,0.015883433,0.395237077,1.58107E-05,0.000403975,0.228404608,1,1,0.4335,0.2325
315,c2a3,7.071,15.811,-84,0.01607273,0.399935661,1.58743E-05,0.00039551,0.229962194,1,1,0.4375,0.2299
316,c2a4,7.071,21.2132,-84,0.004943413,0.404748244,4.9496E-06,0.000403517,0.222496562,1,1,0.4618,0.2337
317,c2b1,7.071,15.811,-84,0.016196004,0.392904792,1.59749E-05,0.000396647,0.229282527,1,1,0.4391,0.2402
318,c2b4,7.071,15.811,-84,0.016175201,0.401759196,1.59771E-05,0.000395508,0.229798715,1,1,0.4345,0.2349
319,c2c1,7.071,15.811,-84,0.015764303,0.40009313,1.60552E-05,0.0004059,0.232570097,1,1,0.4518,0.2337
320,c2c4,7.071,15.811,-84,0.015951661,0.39673782,1.60065E-05,0.000405204,0.230724685,1,1,0.4363,0.2285
321,c2d1,7.071,21.2132,-84,0.004919346,0.404067112,4.9691E-06,0.000396236,0.224379193,1,1,0.4686,0.2268
322,c2d2,7.071,15.811,-84,0.01620461,0.397568349,0.000016043,0.000394561,0.228971303,1,1,0.439,0.2426
323,c2d3,7.071,15.811,-84,0.016080622,0.401945906,1.60417E-05,0.00039778,0.231375452,1,1,0.4396,0.232
324,c2d4,7.071,21.2132,-84,0.004985047,0.395457943,4.9124E-06,0.0004015,0.223563812,1,1,0.4637,0.2337
325,c3a1,7.071,21.2132,-84,0.004879422,0.398943824,4.8888E-06,0.000403052,0.219280998,1,1,0.4671,0.2289
326,c3a2,7.071,15.811,-84,0.015883433,0.395237077,1.58107E-05,0.000403975,0.228404608,1,1,0.4335,0.2325
327,c3a3,7.071,15.811,-84,0.01607273,0.399935661,1.58743E-05,0.00039551,0.229962194,1,1,0.4375,0.2299
328,c3a4,7.071,21.2132,-84,0.004943413,0.404748244,4.9496E-06,0.000403517,0.222496562,1,1,0.4618,0.2337
329,c3b1,7.071,15.811,-84,0.016196004,0.392904792,1.59749E-05,0.000396647,0.229282527,1,1,0.4391,0.2402
330,c3b4,7.071,15.811,-84,0.016175201,0.401759196,1.59771E-05,0.000395508,0.229798715,1,1,0.4345,0.2349
331,c3c1,7.071,15.811,-84,0.015764303,0.40009313,1.60552E-05,0.0004059,0.232570097,1,1,0.4518,0.2337
332,c3c4,7.071,15.811,-84,0.015951661,0.39673782,1.60065E-05,0.000405204,0.230724685,1,1,0.4363,0.2285
333,c3d1,7.071,21.2132,-84,0.004919346,0.404067112,4.9691E-06,0.000396236,0.224379193,1,1,0.4686,0.2268
334,c3d2,7.071,15.811,-84,0.01620461,0.397568349,0.000016043,0.000394561,0.228971303,1,1,0.439,0.2426
335,c3d3,7.071,15.811,-84,0.016080622,0.401945906,1.60417E-05,0.00039778,0.231375452,1,1,0.4396,0.232
336,c3d4,7.071,21.2132,-84,0.004985047,0.395457943,4.9124E-06,0.0004015,0.223563812,1,1,0.4637,0.2337
337,b2a1,7.071,21.2132,-79,0.015430087,1.261571141,4.8888E-06,0.000403052,0.507262431,1,1,0.4402,0.1239
338,b2a2,7.071,15.811,-79,0.050227826,1.249849378,1.58107E-05,0.000403975,0.533256128,1,0.9999,0.3889,0.1299
339,b2a3,7.071,15.811,-79,0.050826433,1.264707608,1.58743E-05,0.00039551,0.53729709,1,1,0.3932,0.1238
340,b2a4,7.071,21.2132,-79,0.015632443,1.27992633,4.9496E-06,0.000403517,0.51346626,1,1,0.4314,0.1256
341,b2b1,7.071,15.811,-79,0.05121626,1.242474047,1.59749E-05,0.000396647,0.535844898,1,1,0.3928,0.1247
342,b2b4,7.071,15.811,-79,0.051150477,1.27047413,1.59771E-05,0.000395508,0.53601984,1,1,0.3853,0.1268
343,b2c1,7.071,15.811,-79,0.049851104,1.265205566,1.60552E-05,0.0004059,0.54153969,1,0.9999,0.4034,0.1285
344,b2c4,7.071,15.811,-79,0.050443582,1.254595146,1.60065E-05,0.000405204,0.537652123,1,1,0.3909,0.1247
345,b2d1,7.071,21.2132,-79,0.015556337,1.277772402,4.9691E-06,0.000396236,0.516350083,1,1,0.4441,0.1234
346,b2d2,7.071,15.811,-79,0.051243476,1.257221508,0.000016043,0.000394561,0.53498723,1,1,0.385,0.1306
347,b2d3,7.071,15.811,-79,0.050851391,1.271064559,1.60417E-05,0.00039778,0.539142078,1,1,0.3912,0.1242
348,b2d4,7.071,21.2132,-79,0.015764104,1.250547818,4.9124E-06,0.0004015,0.514430098,1,0.9999,0.4378,0.1295
349,b3a1,7.071,21.2132,-79,0.015430087,1.261571141,4.8888E-06,0.000403052,0.507262431,1,1,0.4402,0.1239
350,b3a2,7.071,15.811,-79,0.050227826,1.249849378,1.58107E-05,0.000403975,0.533256128,1,0.9999,0.3889,0.1299
351,b3a3,7.071,15.811,-79,0.050826433,1.264707608,1.58743E-05,0.00039551,0.53729709,1,1,0.3932,0.1238
352,b3a4,7.071,21.2132,-79,0.015632443,1.27992633,4.9496E-06,0.000403517,0.51346626,1,1,0.4314,0.1256
353,b3b1,7.071,15.811,-79,0.05121626,1.242474047,1.59749E-05,0.000396647,0.535844898,1,1,0.3928,0.1247
354,b3b4,7.071,15.811,-79,0.051150477,1.27047413,1.59771E-05,0.000395508,0.53601984,1,1,0.3853,0.1268
355,b3c1,7.071,15.811,-79,0.049851104,1.265205566,1.60552E-05,0.0004059,0.54153969,1,0.9999,0.4034,0.1285
356,b3c4,7.071,15.811,-79,0.050443582,1.254595146,1.60065E-05,0.000405204,0.537652123,1,1,0.3909,0.1247
357,b3d1,7.071,21.2132,-79,0.015556337,1.277772402,4.9691E-06,0.000396236,0.516350083,1,1,0.4441,0.1234
358,b3d2,7.071,15.811,-79,0.051243476,1.257221508,0.000016043,0.000394561,0.53498723,1,1,0.385,0.1306
359,b3d3,7.071,15.811,-79,0.050851391,1.271064559,1.60417E-05,0.00039778,0.539142078,1,1,0.3912,0.1242
360,b3d4,7.071,21.2132,-79,0.015764104,1.250547818,4.9124E-06,0.0004015,0.514430098,1,0.9999,0.4378,0.1295
361,c2a1,7.071,21.2132,-79,0.015430087,1.261571141,4.8888E-06,0.000403052,0.507262431,1,1,0.4402,0.1239
362,c2a2,7.071,15.811,-79,0.050227826,1.249849378,1.58107E-05,0.000403975,0.533256128,1,0.9999,0.3889,0.1299
363,c2a3,7.071,15.811,-79,0.050826433,1.264707608,1.58743E-05,0.00039551,0.53729709,1,1,0.3932,0.1238
364,c2a4,7.071,21.2132,-79,0.015632443,1.27992633,4.9496E-06,0.000403517,0.51346626,1,1,0.4314,0.1256
365,c2b1,7.071,15.811,-79,0.05121626,1.242474047,1.59749E-05,0.000396647,0.535844898,1,1,0.3928,0.1247
366,c2b4,7.071,15.811,-79,0.051150477,1.27047413,1.59771E-05,0.000395508,0.53601984,1,1,0.3853,0.1268
367,c2c1,7.071,15.811,-79,0.049851104,1.265205566,1.60552E-05,0.0004059,0.54153969,1,0.9999,0.4034,0.1285
368,c2c4,7.071,15.811,-79,0.050443582,1.254595146,1.60065E-05,0.000405204,0.537652123,1,1,0.3909,0.1247
369,c2d1,7.071,21.2132,-79,0.015556337,1.277772402,4.9691E-06,0.000396236,0.516350083,1,1,0.4441,0.1234
370,c2d2,7.071,15.811,-79,0.051243476,1.257221508,0.000016043,0.000394561,0.53498723,1,1,0.385,0.1306
371,c2d3,7.071,15.811,-79,0.050851391,1.271064559,1.60417E-05,0.00039778,0.539142078,1,1,0.3912,0.1242
372,c2d4,7.071,21.2132,-79,0.015764104,1.250547818,4.9124E-06,0.0004015,0.514430098,1,0.9999,0.4378,0.1295
373,c3a1,7.071,21.2132,-79,0.015430087,1.261571141,4.8888E-06,0.000403052,0.507262431,1,1,0.4402,0.1239
374,c3a2,7.071,15.811,-79,0.050227826,1.249849378,1.58107E-05,0.000403975,0.533256128,1,0.9999,0.3889,0.1299
375,c3a3,7.071,15.811,-79,0.050826433,1.264707608,1.58743E-05,0.00039551,0.53729709,1,1,0.3932,0.1238
376,c3a4,7.071,21.2132,-79,0.015632443,1.27992633,4.9496E-06,0.000403517,0.51346626,1,1,0.4314,0.1256
377,c3b1,7.071,15.811,-79,0.05121626,1.242474047,1.59749E-05,0.000396647,0.535844898,1,1,0.3928,0.1247
378,c3b4,7.071,15.811,-79,0.051150477,1.27047413,1.59771E-05,0.000395508,0.53601984,1,1,0.3853,0.1268
379,c3c1,7.071,15.811,-79,0.049851104,1.265205566,1.60552E-05,0.0004059,0.54153969,1,0.9999,0.4034,0.1285
380,c3c4,7.071,15.811,-79,0.050443582,1.254595146,1.60065E-05,0.000405204,0.537652123,1,1,0.3909,0.1247
381,c3d1,7.071,21.2132,-79,0.015556337,1.277772402,4.9691E-06,0.000396236,0.516350083,1,1,0.4441,0.1234
382,c3d2,7.071,15.811,-79,0.051243476,1.257221508,0.000016043,0.000394561,0.53498723,1,1,0.385,0.1306
383,c3d3,7.071,15.811,-79,0.050851391,1.271064559,1.60417E-05,0.00039778,0.539142078,1,1,0.3912,0.1242
384,c3d4,7.071,21.2132,-79,0.015764104,1.250547818,4.9124E-06,0.0004015,0.514430098,1,0.9999,0.4378,0.1295
385,b2a1,7.071,21.2132,-74,0.048794218,3.989438235,4.8888E-06,0.000403052,0.991445329,1,0.9767,0.3928,0.0513
386,b2a2,7.071,15.811,-74,0.158834333,3.952370766,1.58107E-05,0.000403975,1.061634744,1,0.9749,0.3151,0.055
387,b2a3,7.071,15.811,-74,0.160727295,3.999356614,1.58743E-05,0.00039551,1.069494035,1,0.9737,0.3233,0.0515
388,b2a4,7.071,21.2132,-74,0.049434126,4.047482439,4.9496E-06,0.000403517,1.000692587,1,0.9729,0.3865,0.0499
389,b2b1,7.071,15.811,-74,0.161960035,3.929047923,1.59749E-05,0.000396647,1.066996152,1,0.9756,0.319,0.0483
390,b2b4,7.071,15.811,-74,0.161752012,4.01759196,1.59771E-05,0.000395508,1.065652475,1,0.9748,0.3099,0.0553
391,b2c1,7.071,15.811,-74,0.157643033,4.000931298,1.60552E-05,0.0004059,1.074536305,1,0.9779,0.3255,0.0525
392,b2c4,7.071,15.811,-74,0.159516611,3.967378202,1.60065E-05,0.000405204,1.068966391,1,0.9787,0.3155,0.0533
393,b2d1,7.071,21.2132,-74,0.049193457,4.040671122,4.9691E-06,0.000396236,1.004423493,1,0.9754,0.3944,0.0518
394,b2d2,7.071,15.811,-74,0.162046099,3.975683489,0.000016043,0.000394561,1.066058102,1,0.9763,0.3055,0.0555
395,b2d3,7.071,15.811,-74,0.160806217,4.019459061,1.60417E-05,0.00039778,1.070500603,1,0.9753,0.3128,0.0502
396,b2d4,7.071,21.2132,-74,0.049850473,3.954579426,4.9124E-06,0.0004015,1.000926102,1,0.9774,0.395,0.0539
397,b3a1,7.071,21.2132,-74,0.048794218,3.989438235,4.8888E-06,0.000403052,0.991445329,1,0.9767,0.3928,0.0513
398,b3a2,7.071,15.811,-74,0.158834333,3.952370766,1.58107E-05,0.000403975,1.061634744,1,0.9749,0.3151,0.055
399,b3a3,7.071,15.811,-74,0.160727295,3.999356614,1.58743E-05,0.00039551,1.069494035,1,0.9737,0.3233,0.0515
400,b3a4,7.071,21.2132,-74,0.049434126,4.047482439,4.9496E-06,0.000403517,1.000692587,1,0.9729,0.3865,0.0499
401,b3b1,7.071,15.811,-74,0.161960035,3.929047923,1.59749E-05,0.000396647,1.066996152,1,0.9756,0.319,0.0483
402,b3b4,7.071,15.811,-74,0.161752012,4.01759196,1.59771E-05,0.000395508,1.065652475,1,0.9748,0.3099,0.0553
403,b3c1,7.071,15.811,-74,0.157643033,4.000931298,1.60552E-05,0.0004059,1.074536305,1,0.9779,0.3255,0.0525
404,b3c4,7.071,15.811,-74,0.159516611,3.967378202,1.60065E-05,0.000405204,1.068966391,1,0.9787,0.3155,0.0533
405,b3d1,7.071,21.2132,-74,0.049193457,4.040671122,4.9691E-06,0.000396236,1.004423493,1,0.9754,0.3944,0.0518
406,b3d2,7.071,15.811,-74,0.162046099,3.975683489,0.000016043,0.000394561,1.066058102,1,0.9763,0.3055,0.0555
407,b3d3,7.071,15.811,-74,0.160806217,4.019459061,1.60417E-05,0.00039778,1.070500603,1,0.9753,0.3128,0.0502
408,b3d4,7.071,21.2132,-74,0.049850473,3.954579426,4.9124E-06,0.0004015,1.000926102,1,0.9774,0.395,0.0539
409,c2a1,7.071,21.2132,-74,0.048794218,3.989438235,4.8888E-06,0.000403052,0.991445329,1,0.9767,0.3928,0.0513
410,c2a2,7.071,15.811,-74,0.158834333,3.952370766,1.58107E-05,0.000403975,1.061634744,1,0.9749,0.3151,0.055
411,c2a3,7.071,15.811,-74,0.160727295,3.999356614,1.58743E-05,0.00039551,1.069494035,1,0.9737,0.3233,0.0515
412,c2a4,7.071,21.2132,-74,0.049434126,4.047482439,4.9496E-06,0.000403517,1.000692587,1,0.9729,0.3865,0.0499
413,c2b1,7.071,15.811,-74,0.161960035,3.929047923,1.59749E-05,0.000396647,1.066996152,1,0.9756,0.319,0.0483
414,c2b4,7.071,15.811,-74,0.161752012,4.01759196,1.59771E-05,0.000395508,1.065652475,1,0.9748,0.3099,0.0553
415,c2c1,7.071,15.811,-74,0.157643033,4.000931298,1.60552E-05,0.0004059,1.074536305,1,0.9779,0.3255,0.0525
416,c2c4,7.071,15.811,-74,0.159516611,3.967378202,1.60065E-05,0.000405204,1.068966391,1,0.9787,0.3155,0.0533
