No,Comb,DistanceNu,DistanceFu,tSNR,rSINRFu,rSINRNu,cGainFu,cGainNu,SumRate,OutageFu,OutageNu,BERFu,BerNu
417,c2d1,7.071,21.2132,-74,0.049193457,4.040671122,4.9691E-06,0.000396236,1.004423493,1,0.9754,0.3944,0.0518
418,c2d2,7.071,15.811,-74,0.162046099,3.975683489,0.000016043,0.000394561,1.066058102,1,0.9763,0.3055,0.0555
419,c2d3,7.071,15.811,-74,0.160806217,4.019459061,1.60417E-05,0.00039778,1.070500603,1,0.9753,0.3128,0.0502
420,c2d4,7.071,21.2132,-74,0.049850473,3.954579426,4.9124E-06,0.0004015,1.000926102,1,0.9774,0.395,0.0539
421,c3a1,7.071,21.2132,-74,0.048794218,3.989438235,4.8888E-06,0.000403052,0.991445329,1,0.9767,0.3928,0.0513
422,c3a2,7.071,15.811,-74,0.158834333,3.952370766,1.58107E-05,0.000403975,1.061634744,1,0.9749,0.3151,0.055
423,c3a3,7.071,15.811,-74,0.160727295,3.999356614,1.58743E-05,0.00039551,1.069494035,1,0.9737,0.3233,0.0515
424,c3a4,7.071,21.2132,-74,0.049434126,4.047482439,4.9496E-06,0.000403517,1.000692587,1,0.9729,0.3865,0.0499
425,c3b1,7.071,15.811,-74,0.161960035,3.929047923,1.59749E-05,0.000396647,1.066996152,1,0.9756,0.319,0.0483
426,c3b4,7.071,15.811,-74,0.161752012,4.01759196,1.59771E-05,0.000395508,1.065652475,1,0.9748,0.3099,0.0553
427,c3c1,7.071,15.811,-74,0.157643033,4.000931298,1.60552E-05,0.0004059,1.074536305,1,0.9779,0.3255,0.0525
428,c3c4,7.071,15.811,-74,0.159516611,3.967378202,1.60065E-05,0.000405204,1.068966391,1,0.9787,0.3155,0.0533
429,c3d1,7.071,21.2132,-74,0.049193457,4.040671122,4.9691E-06,0.000396236,1.004423493,1,0.9754,0.3944,0.0518
430,c3d2,7.071,15.811,-74,0.162046099,3.975683489,0.000016043,0.000394561,1.066058102,1,0.9763,0.3055,0.0555
431,c3d3,7.071,15.811,-74,0.160806217,4.019459061,1.60417E-05,0.00039778,1.070500603,1,0.9753,0.3128,0.0502
432,c3d4,7.071,21.2132,-74,0.049850473,3.954579426,4.9124E-06,0.0004015,1.000926102,1,0.9774,0.395,0.0539
433,b2a1,7.071,21.2132,-69,0.154300867,12.61571141,4.8888E-06,0.000403052,1.677119285,1,0.7031,0.3137,0.0189
434,b2a2,7.071,15.811,-69,0.502278262,12.49849378,1.58107E-05,0.000403975,1.844633789,0.9973,0.6996,0.2127,0.0186
435,b2a3,7.071,15.811,-69,0.508264333,12.64707608,1.58743E-05,0.00039551,1.856036864,0.9965,0.6927,0.2139,0.0176
436,b2a4,7.071,21.2132,-69,0.156324431,12.7992633,4.9496E-06,0.000403517,1.688402592,1,0.6917,0.3134,0.0191
437,b2b1,7.071,15.811,-69,0.512162601,12.42474047,1.59749E-05,0.000396647,1.853063661,0.9964,0.6999,0.2114,0.0172
438,b2b4,7.071,15.811,-69,0.511504774,12.7047413,1.59771E-05,0.000395508,1.849340586,0.9965,0.6943,0.2087,0.0185
439,b2c1,7.071,15.811,-69,0.49851104,12.65205566,1.60552E-05,0.0004059,1.861026464,0.9961,0.693,0.2176,0.019
440,b2c4,7.071,15.811,-69,0.504435816,12.54595146,1.60065E-05,0.000405204,1.855352091,0.9972,0.6887,0.2121,0.0182
441,b2d1,7.071,21.2132,-69,0.155563369,12.77772402,4.9691E-06,0.000396236,1.693237733,1,0.6868,0.3151,0.0173
442,b2d2,7.071,15.811,-69,0.51243476,12.57221508,0.000016043,0.000394561,1.853599836,0.9975,0.6907,0.2066,0.02
443,b2d3,7.071,15.811,-69,0.508513908,12.71064559,1.60417E-05,0.00039778,1.855826663,0.9981,0.6905,0.2065,0.0169
444,b2d4,7.071,21.2132,-69,0.157641037,12.50547818,4.9124E-06,0.0004015,1.688075435,1,0.6967,0.3243,0.0193
445,b3a1,7.071,21.2132,-69,0.154300867,12.61571141,4.8888E-06,0.000403052,1.677119285,1,0.7031,0.3137,0.0189
446,b3a2,7.071,15.811,-69,0.502278262,12.49849378,1.58107E-05,0.000403975,1.844633789,0.9973,0.6996,0.2127,0.0186
447,b3a3,7.071,15.811,-69,0.508264333,12.64707608,1.58743E-05,0.00039551,1.856036864,0.9965,0.6927,0.2139,0.0176
448,b3a4,7.071,21.2132,-69,0.156324431,12.7992633,4.9496E-06,0.000403517,1.688402592,1,0.6917,0.3134,0.0191
449,b3b1,7.071,15.811,-69,0.512162601,12.42474047,1.59749E-05,0.000396647,1.853063661,0.9964,0.6999,0.2114,0.0172
450,b3b4,7.071,15.811,-69,0.511504774,12.7047413,1.59771E-05,0.000395508,1.849340586,0.9965,0.6943,0.2087,0.0185
451,b3c1,7.071,15.811,-69,0.49851104,12.65205566,1.60552E-05,0.0004059,1.861026464,0.9961,0.693,0.2176,0.019
452,b3c4,7.071,15.811,-69,0.504435816,12.54595146,1.60065E-05,0.000405204,1.855352091,0.9972,0.6887,0.2121,0.0182
453,b3d1,7.071,21.2132,-69,0.155563369,12.77772402,4.9691E-06,0.000396236,1.693237733,1,0.6868,0.3151,0.0173
454,b3d2,7.071,15.811,-69,0.51243476,12.57221508,0.000016043,0.000394561,1.853599836,0.9975,0.6907,0.2066,0.02
455,b3d3,7.071,15.811,-69,0.508513908,12.71064559,1.60417E-05,0.00039778,1.855826663,0.9981,0.6905,0.2065,0.0169
456,b3d4,7.071,21.2132,-69,0.157641037,12.50547818,4.9124E-06,0.0004015,1.688075435,1,0.6967,0.3243,0.0193
457,c2a1,7.071,21.2132,-69,0.154300867,12.61571141,4.8888E-06,0.000403052,1.677119285,1,0.7031,0.3137,0.0189
458,c2a2,7.071,15.811,-69,0.502278262,12.49849378,1.58107E-05,0.000403975,1.844633789,0.9973,0.6996,0.2127,0.0186
459,c2a3,7.071,15.811,-69,0.508264333,12.64707608,1.58743E-05,0.00039551,1.856036864,0.9965,0.6927,0.2139,0.0176
460,c2a4,7.071,21.2132,-69,0.156324431,12.7992633,4.9496E-06,0.000403517,1.688402592,1,0.6917,0.3134,0.0191
461,c2b1,7.071,15.811,-69,0.512162601,12.42474047,1.59749E-05,0.000396647,1.853063661,0.9964,0.6999,0.2114,0.0172
462,c2b4,7.071,15.811,-69,0.511504774,12.7047413,1.59771E-05,0.000395508,1.849340586,0.9965,0.6943,0.2087,0.0185
463,c2c1,7.071,15.811,-69,0.49851104,12.65205566,1.60552E-05,0.0004059,1.861026464,0.9961,0.693,0.2176,0.019
464,c2c4,7.071,15.811,-69,0.504435816,12.54595146,1.60065E-05,0.000405204,1.855352091,0.9972,0.6887,0.2121,0.0182
465,c2d1,7.071,21.2132,-69,0.155563369,12.77772402,4.9691E-06,0.000396236,1.693237733,1,0.6868,0.3151,0.0173
466,c2d2,7.071,15.811,-69,0.51243476,12.57221508,0.000016043,0.000394561,1.853599836,0.9975,0.6907,0.2066,0.02
467,c2d3,7.071,15.811,-69,0.508513908,12.71064559,1.60417E-05,0.00039778,1.855826663,0.9981,0.6905,0.2065,0.0169
468,c2d4,7.071,21.2132,-69,0.157641037,12.50547818,4.9124E-06,0.0004015,1.688075435,1,0.6967,0.3243,0.0193
469,c3a1,7.071,21.2132,-69,0.154300867,12.61571141,4.8888E-06,0.000403052,1.677119285,1,0.7031,0.3137,0.0189
470,c3a2,7.071,15.811,-69,0.502278262,12.49849378,1.58107E-05,0.000403975,1.844633789,0.9973,0.6996,0.2127,0.0186
471,c3a3,7.071,15.811,-69,0.508264333,12.64707608,1.58743E-05,0.00039551,1.856036864,0.9965,0.6927,0.2139,0.0176
472,c3a4,7.071,21.2132,-69,0.156324431,12.7992633,4.9496E-06,0.000403517,1.688402592,1,0.6917,0.3134,0.0191
473,c3b1,7.071,15.811,-69,0.512162601,12.42474047,1.59749E-05,0.000396647,1.853063661,0.9964,0.6999,0.2114,0.0172
474,c3b4,7.071,15.811,-69,0.511504774,12.7047413,1.59771E-05,0.000395508,1.849340586,0.9965,0.6943,0.2087,0.0185
475,c3c1,7.071,15.811,-69,0.49851104,12.65205566,1.60552E-05,0.0004059,1.861026464,0.9961,0.693,0.2176,0.019
476,c3c4,7.071,15.811,-69,0.504435816,12.54595146,1.60065E-05,0.000405204,1.855352091,0.9972,0.6887,0.2121,0.0182
477,c3d1,7.071,21.2132,-69,0.155563369,12.77772402,4.9691E-06,0.000396236,1.693237733,1,0.6868,0.3151,0.0173
478,c3d2,7.071,15.811,-69,0.51243476,12.57221508,0.000016043,0.000394561,1.853599836,0.9975,0.6907,0.2066,0.02
479,c3d3,7.071,15.811,-69,0.508513908,12.71064559,1.60417E-05,0.00039778,1.855826663,0.9981,0.6905,0.2065,0.0169
480,c3d4,7.071,21.2132,-69,0.157641037,12.50547818,4.9124E-06,0.0004015,1.688075435,1,0.6967,0.3243,0.0193
481,b2a1,7.071,21.2132,-64,0.487942184,39.89438235,4.8888E-06,0.000403052,2.563240273,0.9975,0.3147,0.2069,0.0064
482,b2a2,7.071,15.811,-64,1.588343327,39.52370766,1.58107E-05,0.000403975,2.890239152,0.8443,0.3085,0.1122,0.0068
483,b2a3,7.071,15.811,-64,1.607272945,39.99356614,1.58743E-05,0.00039551,2.903727343,0.8431,0.3193,0.11,0.0063
484,b2a4,7.071,21.2132,-64,0.494341255,40.47482439,4.9496E-06,0.000403517,2.57538313,0.997,0.3097,0.206,0.0068
485,b2b1,7.071,15.811,-64,1.61960035,39.29047923,1.59749E-05,0.000396647,2.90138379,0.8485,0.3176,0.1092,0.0057
486,b2b4,7.071,15.811,-64,1.61752012,40.1759196,1.59771E-05,0.000395508,2.895816135,0.8492,0.3157,0.1056,0.0048
487,b2c1,7.071,15.811,-64,1.576430326,40.00931298,1.60552E-05,0.0004059,2.909022652,0.8514,0.3236,0.1114,0.0072
488,b2c4,7.071,15.811,-64,1.595166112,39.67378202,1.60065E-05,0.000405204,2.904079591,0.8451,0.3182,0.1125,0.006
489,b2d1,7.071,21.2132,-64,0.491934565,40.40671122,4.9691E-06,0.000396236,2.581918446,0.9987,0.3146,0.2131,0.0065
490,b2d2,7.071,15.811,-64,1.620460994,39.75683489,0.000016043,0.000394561,2.904733285,0.8446,0.3203,0.1032,0.0061
491,b2d3,7.071,15.811,-64,1.608062172,40.19459061,1.60417E-05,0.00039778,2.903614446,0.8469,0.311,0.1053,0.0062
492,b2d4,7.071,21.2132,-64,0.49850473,39.54579426,4.9124E-06,0.0004015,2.575506691,0.9972,0.3138,0.2177,0.0059
493,b3a1,7.071,21.2132,-64,0.487942184,39.89438235,4.8888E-06,0.000403052,2.563240273,0.9975,0.3147,0.2069,0.0064
494,b3a2,7.071,15.811,-64,1.588343327,39.52370766,1.58107E-05,0.000403975,2.890239152,0.8443,0.3085,0.1122,0.0068
495,b3a3,7.071,15.811,-64,1.607272945,39.99356614,1.58743E-05,0.00039551,2.903727343,0.8431,0.3193,0.11,0.0063
496,b3a4,7.071,21.2132,-64,0.494341255,40.47482439,4.9496E-06,0.000403517,2.57538313,0.997,0.3097,0.206,0.0068
497,b3b1,7.071,15.811,-64,1.61960035,39.29047923,1.59749E-05,0.000396647,2.90138379,0.8485,0.3176,0.1092,0.0057
498,b3b4,7.071,15.811,-64,1.61752012,40.1759196,1.59771E-05,0.000395508,2.895816135,0.8492,0.3157,0.1056,0.0048
499,b3c1,7.071,15.811,-64,1.576430326,40.00931298,1.60552E-05,0.0004059,2.909022652,0.8514,0.3236,0.1114,0.0072
500,b3c4,7.071,15.811,-64,1.595166112,39.67378202,1.60065E-05,0.000405204,2.904079591,0.8451,0.3182,0.1125,0.006
501,b3d1,7.071,21.2132,-64,0.491934565,40.40671122,4.9691E-06,0.000396236,2.581918446,0.9987,0.3146,0.2131,0.0065
502,b3d2,7.071,15.811,-64,1.620460994,39.75683489,0.000016043,0.000394561,2.904733285,0.8446,0.3203,0.1032,0.0061
503,b3d3,7.071,15.811,-64,1.608062172,40.19459061,1.60417E-05,0.00039778,2.903614446,0.8469,0.311,0.1053,0.0062
504,b3d4,7.071,21.2132,-64,0.49850473,39.54579426,4.9124E-06,0.0004015,2.575506691,0.9972,0.3138,0.2177,0.0059
505,c2a1,7.071,21.2132,-64,0.487942184,39.89438235,4.8888E-06,0.000403052,2.563240273,0.9975,0.3147,0.2069,0.0064
506,c2a2,7.071,15.811,-64,1.588343327,39.52370766,1.58107E-05,0.000403975,2.890239152,0.8443,0.3085,0.1122,0.0068
507,c2a3,7.071,15.811,-64,1.607272945,39.99356614,1.58743E-05,0.00039551,2.903727343,0.8431,0.3193,0.11,0.0063
508,c2a4,7.071,21.2132,-64,0.494341255,40.47482439,4.9496E-06,0.000403517,2.57538313,0.997,0.3097,0.206,0.0068
509,c2b1,7.071,15.811,-64,1.61960035,39.29047923,1.59749E-05,0.000396647,2.90138379,0.8485,0.3176,0.1092,0.0057
510,c2b4,7.071,15.811,-64,1.61752012,40.1759196,1.59771E-05,0.000395508,2.895816135,0.8492,0.3157,0.1056,0.0048
511,c2c1,7.071,15.811,-64,1.576430326,40.00931298,1.60552E-05,0.0004059,2.909022652,0.8514,0.3236,0.1114,0.0072
512,c2c4,7.071,15.811,-64,1.595166112,39.67378202,1.60065E-05,0.000405204,2.904079591,0.8451,0.3182,0.1125,0.006
513,c2d1,7.071,21.2132,-64,0.491934565,40.40671122,4.9691E-06,0.000396236,2.581918446,0.9987,0.3146,0.2131,0.0065
514,c2d2,7.071,15.811,-64,1.620460994,39.75683489,0.000016043,0.000394561,2.904733285,0.8446,0.3203,0.1032,0.0061
515,c2d3,7.071,15.811,-64,1.608062172,40.19459061,1.60417E-05,0.00039778,2.903614446,0.8469,0.311,0.1053,0.0062
516,c2d4,7.071,21.2132,-64,0.49850473,39.54579426,4.9124E-06,0.0004015,2.575506691,0.9972,0.3138,0.2177,0.0059
517,c3a1,7.071,21.2132,-64,0.487942184,39.89438235,4.8888E-06,0.000403052,2.563240273,0.9975,0.3147,0.2069,0.0064
518,c3a2,7.071,15.811,-64,1.588343327,39.52370766,1.58107E-05,0.000403975,2.890239152,0.8443,0.3085,0.1122,0.0068
519,c3a3,7.071,15.811,-64,1.607272945,39.99356614,1.58743E-05,0.00039551,2.903727343,0.8431,0.3193,0.11,0.0063
520,c3a4,7.071,21.2132,-64,0.494341255,40.47482439,4.9496E-06,0.000403517,2.57538313,0.997,0.3097,0.206,0.0068
521,c3b1,7.071,15.811,-64,1.61960035,39.29047923,1.59749E-05,0.000396647,2.90138379,0.8485,0.3176,0.1092,0.0057
522,c3b4,7.071,15.811,-64,1.61752012,40.1759196,1.59771E-05,0.000395508,2.895816135,0.8492,0.3157,0.1056,0.0048
523,c3c1,7.071,15.811,-64,1.576430326,40.00931298,1.60552E-05,0.0004059,2.909022652,0.8514,0.3236,0.1114,0.0072
524,c3c4,7.071,15.811,-64,1.595166112,39.67378202,1.60065E-05,0.000405204,2.904079591,0.8451,0.3182,0.1125,0.006
525,c3d1,7.071,21.2132,-64,0.491934565,40.40671122,4.9691E-06,0.000396236,2.581918446,0.9987,0.3146,0.2131,0.0065
526,c3d2,7.071,15.811,-64,1.620460994,39.75683489,0.000016043,0.000394561,2.904733285,0.8446,0.3203,0.1032,0.0061
527,c3d3,7.071,15.811,-64,1.608062172,40.19459061,1.60417E-05,0.00039778,2.903614446,0.8469,0.311,0.1053,0.0062
528,c3d4,7.071,21.2132,-64,0.49850473,39.54579426,4.9124E-06,0.0004015,2.575506691,0.9972,0.3138,0.2177,0.0059
529,b2a1,7.071,21.2132,-59,1.543008667,126.1571141,4.8888E-06,0.000403052,3.663337795,0.8507,0.118,0.1104,0.0023
530,b2a2,7.071,15.811,-59,5.022782618,124.9849378,1.58107E-05,0.000403975,4.173441974,0.4446,0.1094,0.0413,0.0025
531,b2a3,7.071,15.811,-59,5.082643329,126.4707608,1.58743E-05,0.00039551,4.188509282,0.4549,0.1134,0.0434,0.0015
532,b2a4,7.071,21.2132,-59,1.563244307,127.992633,4.9496E-06,0.000403517,3.675874386,0.8497,0.1137,0.1054,0.002
533,b2b1,7.071,15.811,-59,5.121626007,124.2474047,1.59749E-05,0.000396647,4.187076634,0.4464,0.113,0.0447,0.0026
534,b2b4,7.071,15.811,-59,5.115047741,127.047413,1.59771E-05,0.000395508,4.18104301,0.4418,0.1124,0.0402,0.0012
535,b2c1,7.071,15.811,-59,4.985110402,126.5205566,1.60552E-05,0.0004059,4.194559172,0.4462,0.1173,0.0435,0.0021
536,b2c4,7.071,15.811,-59,5.044358161,125.4595146,1.60065E-05,0.000405204,4.189960964,0.4452,0.1097,0.0481,0.0018
537,b2d1,7.071,21.2132,-59,1.555633685,127.7772402,4.9691E-06,0.000396236,3.683884258,0.8556,0.1103,0.1087,0.0022
538,b2d2,7.071,15.811,-59,5.124347599,125.7221508,0.000016043,0.000394561,4.193241386,0.4468,0.1133,0.0413,0.002
539,b2d3,7.071,15.811,-59,5.085139081,127.1064559,1.60417E-05,0.00039778,4.189487313,0.4499,0.1118,0.0426,0.0018
540,b2d4,7.071,21.2132,-59,1.57641037,125.0547818,4.9124E-06,0.0004015,3.676988294,0.8542,0.1099,0.11,0.0022
541,b3a1,7.071,21.2132,-59,1.543008667,126.1571141,4.8888E-06,0.000403052,3.663337795,0.8507,0.118,0.1104,0.0023
542,b3a2,7.071,15.811,-59,5.022782618,124.9849378,1.58107E-05,0.000403975,4.173441974,0.4446,0.1094,0.0413,0.0025
543,b3a3,7.071,15.811,-59,5.082643329,126.4707608,1.58743E-05,0.00039551,4.188509282,0.4549,0.1134,0.0434,0.0015
544,b3a4,7.071,21.2132,-59,1.563244307,127.992633,4.9496E-06,0.000403517,3.675874386,0.8497,0.1137,0.1054,0.002
545,b3b1,7.071,15.811,-59,5.121626007,124.2474047,1.59749E-05,0.000396647,4.187076634,0.4464,0.113,0.0447,0.0026
546,b3b4,7.071,15.811,-59,5.115047741,127.047413,1.59771E-05,0.000395508,4.18104301,0.4418,0.1124,0.0402,0.0012
547,b3c1,7.071,15.811,-59,4.985110402,126.5205566,1.60552E-05,0.0004059,4.194559172,0.4462,0.1173,0.0435,0.0021
548,b3c4,7.071,15.811,-59,5.044358161,125.4595146,1.60065E-05,0.000405204,4.189960964,0.4452,0.1097,0.0481,0.0018
549,b3d1,7.071,21.2132,-59,1.555633685,127.7772402,4.9691E-06,0.000396236,3.683884258,0.8556,0.1103,0.1087,0.0022
550,b3d2,7.071,15.811,-59,5.124347599,125.7221508,0.000016043,0.000394561,4.193241386,0.4468,0.1133,0.0413,0.002
551,b3d3,7.071,15.811,-59,5.085139081,127.1064559,1.60417E-05,0.00039778,4.189487313,0.4499,0.1118,0.0426,0.0018
552,b3d4,7.071,21.2132,-59,1.57641037,125.0547818,4.9124E-06,0.0004015,3.676988294,0.8542,0.1099,0.11,0.0022
553,c2a1,7.071,21.2132,-59,1.543008667,126.1571141,4.8888E-06,0.000403052,3.663337795,0.8507,0.118,0.1104,0.0023
554,c2a2,7.071,15.811,-59,5.022782618,124.9849378,1.58107E-05,0.000403975,4.173441974,0.4446,0.1094,0.0413,0.0025
555,c2a3,7.071,15.811,-59,5.082643329,126.4707608,1.58743E-05,0.00039551,4.188509282,0.4549,0.1134,0.0434,0.0015
556,c2a4,7.071,21.2132,-59,1.563244307,127.992633,4.9496E-06,0.000403517,3.675874386,0.8497,0.1137,0.1054,0.002
557,c2b1,7.071,15.811,-59,5.121626007,124.2474047,1.59749E-05,0.000396647,4.187076634,0.4464,0.113,0.0447,0.0026
558,c2b4,7.071,15.811,-59,5.115047741,127.047413,1.59771E-05,0.000395508,4.18104301,0.4418,0.1124,0.0402,0.0012
559,c2c1,7.071,15.811,-59,4.985110402,126.5205566,1.60552E-05,0.0004059,4.194559172,0.4462,0.1173,0.0435,0.0021
560,c2c4,7.071,15.811,-59,5.044358161,125.4595146,1.60065E-05,0.000405204,4.189960964,0.4452,0.1097,0.0481,0.0018
561,c2d1,7.071,21.2132,-59,1.555633685,127.7772402,4.9691E-06,0.000396236,3.683884258,0.8556,0.1103,0.1087,0.0022
562,c2d2,7.071,15.811,-59,5.124347599,125.7221508,0.000016043,0.000394561,4.193241386,0.4468,0.1133,0.0413,0.002
563,c2d3,7.071,15.811,-59,5.085139081,127.1064559,1.60417E-05,0.00039778,4.189487313,0.4499,0.1118,0.0426,0.0018
564,c2d4,7.071,21.2132,-59,1.57641037,125.0547818,4.9124E-06,0.0004015,3.676988294,0.8542,0.1099,0.11,0.0022
565,c3a1,7.071,21.2132,-59,1.543008667,126.1571141,4.8888E-06,0.000403052,3.663337795,0.8507,0.118,0.1104,0.0023
566,c3a2,7.071,15.811,-59,5.022782618,124.9849378,1.58107E-05,0.000403975,4.173441974,0.4446,0.1094,0.0413,0.0025
567,c3a3,7.071,15.811,-59,5.082643329,126.4707608,1.58743E-05,0.00039551,4.188509282,0.4549,0.1134,0.0434,0.0015
568,c3a4,7.071,21.2132,-59,1.563244307,127.992633,4.9496E-06,0.000403517,3.675874386,0.8497,0.1137,0.1054,0.002
569,c3b1,7.071,15.811,-59,5.121626007,124.2474047,1.59749E-05,0.000396647,4.187076634,0.4464,0.113,0.0447,0.0026
570,c3b4,7.071,15.811,-59,5.115047741,127.047413,1.59771E-05,0.000395508,4.18104301,0.4418,0.1124,0.0402,0.0012
571,c3c1,7.071,15.811,-59,4.985110402,126.5205566,1.60552E-05,0.0004059,4.194559172,0.4462,0.1173,0.0435,0.0021
572,c3c4,7.071,15.811,-59,5.044358161,125.4595146,1.60065E-05,0.000405204,4.189960964,0.4452,0.1097,0.0481,0.0018
573,c3d1,7.071,21.2132,-59,1.555633685,127.7772402,4.9691E-06,0.000396236,3.683884258,0.8556,0.1103,0.1087,0.0022
574,c3d2,7.071,15.811,-59,5.124347599,125.7221508,0.000016043,0.000394561,4.193241386,0.4468,0.1133,0.0413,0.002
575,c3d3,7.071,15.811,-59,5.085139081,127.1064559,1.60417E-05,0.00039778,4.189487313,0.4499,0.1118,0.0426,0.0018
576,c3d4,7.071,21.2132,-59,1.57641037,125.0547818,4.9124E-06,0.0004015,3.676988294,0.8542,0.1099,0.11,0.0022
577,b2a1,7.071,21.2132,-54,4.879421838,398.9438235,4.8888E-06,0.000403052,4.971869184,0.4527,0.0386,0.044,0.0008
578,b2a2,7.071,15.811,-54,15.88343327,395.2370766,1.58107E-05,0.000403975,5.632268239,0.1704,0.0346,0.0153,0.0007
579,b2a3,7.071,15.811,-54,16.07272945,399.9356614,1.58743E-05,0.00039551,5.649502661,0.1723,0.0363,0.0151,0.0003
580,b2a4,7.071,21.2132,-54,4.943412548,404.7482439,4.9496E-06,0.000403517,4.985515075,0.4477,0.036,0.0412,0.001
581,b2b1,7.071,15.811,-54,16.1960035,392.9047923,1.59749E-05,0.000396647,5.648198291,0.1706,0.0384,0.0154,0.001
582,b2b4,7.071,15.811,-54,16.1752012,401.759196,1.59771E-05,0.000395508,5.642845429,0.1722,0.0369,0.0148,0.0005
583,b2c1,7.071,15.811,-54,15.76430326,400.0931298,1.60552E-05,0.0004059,5.65567465,0.1719,0.0384,0.0149,0.0007
584,b2c4,7.071,15.811,-54,15.95166112,396.7378202,1.60065E-05,0.000405204,5.650958014,0.1656,0.0357,0.0179,0.0009
585,b2d1,7.071,21.2132,-54,4.91934565,404.0671122,4.9691E-06,0.000396236,4.99353065,0.4559,0.0361,0.0428,0.0009
586,b2d2,7.071,15.811,-54,16.20460994,397.5683489,0.000016043,0.000394561,5.656352605,0.1742,0.038,0.0153,0.0007
587,b2d3,7.071,15.811,-54,16.08062172,401.9459061,1.60417E-05,0.00039778,5.65111014,0.1759,0.0376,0.0161,0.0006
588,b2d4,7.071,21.2132,-54,4.985047296,395.4579426,4.9124E-06,0.0004015,4.986472451,0.458,0.0328,0.0419,0.0006
589,b3a1,7.071,21.2132,-54,4.879421838,398.9438235,4.8888E-06,0.000403052,4.971869184,0.4527,0.0386,0.044,0.0008
590,b3a2,7.071,15.811,-54,15.88343327,395.2370766,1.58107E-05,0.000403975,5.632268239,0.1704,0.0346,0.0153,0.0007
591,b3a3,7.071,15.811,-54,16.07272945,399.9356614,1.58743E-05,0.00039551,5.649502661,0.1723,0.0363,0.0151,0.0003
592,b3a4,7.071,21.2132,-54,4.943412548,404.7482439,4.9496E-06,0.000403517,4.985515075,0.4477,0.036,0.0412,0.001
593,b3b1,7.071,15.811,-54,16.1960035,392.9047923,1.59749E-05,0.000396647,5.648198291,0.1706,0.0384,0.0154,0.001
594,b3b4,7.071,15.811,-54,16.1752012,401.759196,1.59771E-05,0.000395508,5.642845429,0.1722,0.0369,0.0148,0.0005
595,b3c1,7.071,15.811,-54,15.76430326,400.0931298,1.60552E-05,0.0004059,5.65567465,0.1719,0.0384,0.0149,0.0007
596,b3c4,7.071,15.811,-54,15.95166112,396.7378202,1.60065E-05,0.000405204,5.650958014,0.1656,0.0357,0.0179,0.0009
597,b3d1,7.071,21.2132,-54,4.91934565,404.0671122,4.9691E-06,0.000396236,4.99353065,0.4559,0.0361,0.0428,0.0009
598,b3d2,7.071,15.811,-54,16.20460994,397.5683489,0.000016043,0.000394561,5.656352605,0.1742,0.038,0.0153,0.0007
599,b3d3,7.071,15.811,-54,16.08062172,401.9459061,1.60417E-05,0.00039778,5.65111014,0.1759,0.0376,0.0161,0.0006
600,b3d4,7.071,21.2132,-54,4.985047296,395.4579426,4.9124E-06,0.0004015,4.986472451,0.458,0.0328,0.0419,0.0006
601,c2a1,7.071,21.2132,-54,4.879421838,398.9438235,4.8888E-06,0.000403052,4.971869184,0.4527,0.0386,0.044,0.0008
602,c2a2,7.071,15.811,-54,15.88343327,395.2370766,1.58107E-05,0.000403975,5.632268239,0.1704,0.0346,0.0153,0.0007
603,c2a3,7.071,15.811,-54,16.07272945,399.9356614,1.58743E-05,0.00039551,5.649502661,0.1723,0.0363,0.0151,0.0003
604,c2a4,7.071,21.2132,-54,4.943412548,404.7482439,4.9496E-06,0.000403517,4.985515075,0.4477,0.036,0.0412,0.001
605,c2b1,7.071,15.811,-54,16.1960035,392.9047923,1.59749E-05,0.000396647,5.648198291,0.1706,0.0384,0.0154,0.001
606,c2b4,7.071,15.811,-54,16.1752012,401.759196,1.59771E-05,0.000395508,5.642845429,0.1722,0.0369,0.0148,0.0005
607,c2c1,7.071,15.811,-54,15.76430326,400.0931298,1.60552E-05,0.0004059,5.65567465,0.1719,0.0384,0.0149,0.0007
608,c2c4,7.071,15.811,-54,15.95166112,396.7378202,1.60065E-05,0.000405204,5.650958014,0.1656,0.0357,0.0179,0.0009
609,c2d1,7.071,21.2132,-54,4.91934565,404.0671122,4.9691E-06,0.000396236,4.99353065,0.4559,0.0361,0.0428,0.0009
610,c2d2,7.071,15.811,-54,16.20460994,397.5683489,0.000016043,0.000394561,5.656352605,0.1742,0.038,0.0153,0.0007
611,c2d3,7.071,15.811,-54,16.08062172,401.9459061,1.60417E-05,0.00039778,5.65111014,0.1759,0.0376,0.0161,0.0006
612,c2d4,7.071,21.2132,-54,4.985047296,395.4579426,4.9124E-06,0.0004015,4.986472451,0.458,0.0328,0.0419,0.0006
613,c3a1,7.071,21.2132,-54,4.879421838,398.9438235,4.8888E-06,0.000403052,4.971869184,0.4527,0.0386,0.044,0.0008
614,c3a2,7.071,15.811,-54,15.88343327,395.2370766,1.58107E-05,0.000403975,5.632268239,0.1704,0.0346,0.0153,0.0007
615,c3a3,7.071,15.811,-54,16.07272945,399.9356614,1.58743E-05,0.00039551,5.649502661,0.1723,0.0363,0.0151,0.0003
616,c3a4,7.071,21.2132,-54,4.943412548,404.7482439,4.9496E-06,0.000403517,4.985515075,0.4477,0.036,0.0412,0.001
617,c3b1,7.071,15.811,-54,16.1960035,392.9047923,1.59749E-05,0.000396647,5.648198291,0.1706,0.0384,0.0154,0.001
