No,Comb,DistanceNu,DistanceFu,tSNR,rSINRFu,rSINRNu,cGainFu,cGainNu,SumRate,OutageFu,OutageNu,BERFu,BerNu,MaScheme,
39,"c3,a3",7.071,15.8110,-114,0.0000160727,0.0003999357,0.0000158743,0.0003955102,0.0002988842,1.0000000000,1.0000000000,0.4992000000,0.4891000000,OMA,
40,"c3,a4",7.071,21.2132,-114,0.0000049434,0.0004047482,0.0000049496,0.0004035167,0.0002916708,1.0000000000,1.0000000000,0.4948000000,0.4832000000,OMA,
41,"c3,b1",7.071,15.8110,-114,0.0000161960,0.0003929048,0.0000159749,0.0003966465,0.0002976384,1.0000000000,1.0000000000,0.4982000000,0.4966000000,OMA,
42,"c3,b4",7.071,15.8110,-114,0.0000161752,0.0004017592,0.0000159771,0.0003955077,0.0002993600,1.0000000000,1.0000000000,0.4982000000,0.4889000000,OMA,
43,"c3,c1",7.071,15.8110,-114,0.0000157643,0.0004000931,0.0000160552,0.0004058999,0.0003038247,1.0000000000,1.0000000000,0.5078000000,0.4888000000,OMA,
44,"c3,c4",7.071,15.8110,-114,0.0000159517,0.0003967378,0.0000160065,0.0004052044,0.0003016405,1.0000000000,1.0000000000,0.4988000000,0.4854000000,OMA,
45,"c3,d1",7.071,21.2132,-114,0.0000049193,0.0004040671,0.0000049691,0.0003962361,0.0002959090,1.0000000000,1.0000000000,0.5010000000,0.4791000000,OMA,
46,"c3,d2",7.071,15.8110,-114,0.0000162046,0.0003975683,0.0000160430,0.0003945610,0.0002980527,1.0000000000,1.0000000000,0.5024000000,0.4983000000,OMA,
47,"c3,d3",7.071,15.8110,-114,0.0000160806,0.0004019459,0.0000160417,0.0003977799,0.0003014179,1.0000000000,1.0000000000,0.4997000000,0.4922000000,OMA,
48,"c3,d4",7.071,21.2132,-114,0.0000049850,0.0003954579,0.0000049124,0.0004015003,0.0002952399,1.0000000000,1.0000000000,0.4961000000,0.4839000000,OMA,
49,"b2,a1",7.071,21.2132,-109,0.0000154301,0.0012615711,0.0000049124,0.0004015003,0.0009067595,1.0000000000,1.0000000000,0.5008000000,0.4735000000,OMA,
50,"b2,a2",7.071,15.8110,-109,0.0000502278,0.0012498494,0.0000158107,0.0004039752,0.0009395912,1.0000000000,1.0000000000,0.4917000000,0.4812000000,OMA,
51,"b2,a3",7.071,15.8110,-109,0.0000508264,0.0012647076,0.0000158743,0.0003955102,0.0009443778,1.0000000000,1.0000000000,0.4980000000,0.4815000000,OMA,
52,"b2,a4",7.071,21.2132,-109,0.0000156324,0.0012799263,0.0000049496,0.0004035167,0.0009215689,1.0000000000,1.0000000000,0.4940000000,0.4754000000,OMA,
53,"b2,b1",7.071,15.8110,-109,0.0000512163,0.0012424740,0.0000159749,0.0003966465,0.0009404496,1.0000000000,1.0000000000,0.4959000000,0.4850000000,OMA,
54,"b2,b4",7.071,15.8110,-109,0.0000511505,0.0012704741,0.0000159771,0.0003955077,0.0009458723,1.0000000000,1.0000000000,0.4965000000,0.4809000000,OMA,
55,"b2,c1",7.071,15.8110,-109,0.0000498511,0.0012652056,0.0000160552,0.0004058999,0.0009599643,1.0000000000,1.0000000000,0.5063000000,0.4812000000,OMA,
56,"b2,c4",7.071,15.8110,-109,0.0000504436,0.0012545951,0.0000160065,0.0004052044,0.0009530571,1.0000000000,1.0000000000,0.4971000000,0.4776000000,OMA,
57,"b2,d1",7.071,21.2132,-109,0.0000155563,0.0012777724,0.0000049691,0.0003962361,0.0009349298,1.0000000000,1.0000000000,0.5000000000,0.4721000000,OMA,
58,"b2,d2",7.071,15.8110,-109,0.0000512435,0.0012572215,0.0000160430,0.0003945610,0.0009417381,1.0000000000,1.0000000000,0.5011000000,0.4891000000,OMA,
59,"b2,d3",7.071,15.8110,-109,0.0000508514,0.0012710646,0.0000160417,0.0003977799,0.0009523791,1.0000000000,1.0000000000,0.4975000000,0.4858000000,OMA,
60,"b2,d4",7.071,21.2132,-109,0.0000157641,0.0012505478,0.0000049124,0.0004015003,0.0009328043,1.0000000000,1.0000000000,0.4951000000,0.4760000000,OMA,
61,"b3,a1",7.071,21.2132,-109,0.0000154301,0.0012615711,0.0000049124,0.0004015003,0.0009067595,1.0000000000,1.0000000000,0.5008000000,0.4735000000,OMA,
62,"b3,a2",7.071,15.8110,-109,0.0000502278,0.0012498494,0.0000158107,0.0004039752,0.0009395912,1.0000000000,1.0000000000,0.4917000000,0.4812000000,OMA,
63,"b3,a3",7.071,15.8110,-109,0.0000508264,0.0012647076,0.0000158743,0.0003955102,0.0009443778,1.0000000000,1.0000000000,0.4980000000,0.4815000000,OMA,
64,"b3,a4",7.071,21.2132,-109,0.0000156324,0.0012799263,0.0000049496,0.0004035167,0.0009215689,1.0000000000,1.0000000000,0.4940000000,0.4754000000,OMA,
65,"b3,b1",7.071,15.8110,-109,0.0000512163,0.0012424740,0.0000159749,0.0003966465,0.0009404496,1.0000000000,1.0000000000,0.4959000000,0.4850000000,OMA,
66,"b3,b4",7.071,15.8110,-109,0.0000511505,0.0012704741,0.0000159771,0.0003955077,0.0009458723,1.0000000000,1.0000000000,0.4965000000,0.4809000000,OMA,
67,"b3,c1",7.071,15.8110,-109,0.0000498511,0.0012652056,0.0000160552,0.0004058999,0.0009599643,1.0000000000,1.0000000000,0.5063000000,0.4812000000,OMA,
68,"b3,c4",7.071,15.8110,-109,0.0000504436,0.0012545951,0.0000160065,0.0004052044,0.0009530571,1.0000000000,1.0000000000,0.4971000000,0.4776000000,OMA,
69,"b3,d1",7.071,21.2132,-109,0.0000155563,0.0012777724,0.0000049691,0.0003962361,0.0009349298,1.0000000000,1.0000000000,0.5000000000,0.4721000000,OMA,
70,"b3,d2",7.071,15.8110,-109,0.0000512435,0.0012572215,0.0000160430,0.0003945610,0.0009417381,1.0000000000,1.0000000000,0.5011000000,0.4891000000,OMA,
71,"b3,d3",7.071,15.8110,-109,0.0000508514,0.0012710646,0.0000160417,0.0003977799,0.0009523791,1.0000000000,1.0000000000,0.4975000000,0.4858000000,OMA,
72,"b3,d4",7.071,21.2132,-109,0.0000157641,0.0012505478,0.0000049124,0.0004015003,0.0009328043,1.0000000000,1.0000000000,0.4951000000,0.4760000000,OMA,
73,"c2,a1",7.071,21.2132,-109,0.0000154301,0.0012615711,0.0000049124,0.0004015003,0.0009067595,1.0000000000,1.0000000000,0.5008000000,0.4735000000,OMA,
74,"c2,a2",7.071,15.8110,-109,0.0000502278,0.0012498494,0.0000158107,0.0004039752,0.0009395912,1.0000000000,1.0000000000,0.4917000000,0.4812000000,OMA,
75,"c2,a3",7.071,15.8110,-109,0.0000508264,0.0012647076,0.0000158743,0.0003955102,0.0009443778,1.0000000000,1.0000000000,0.4980000000,0.4815000000,OMA,
76,"c2,a4",7.071,21.2132,-109,0.0000156324,0.0012799263,0.0000049496,0.0004035167,0.0009215689,1.0000000000,1.0000000000,0.4940000000,0.4754000000,OMA,
77,"c2,b1",7.071,15.8110,-109,0.0000512163,0.0012424740,0.0000159749,0.0003966465,0.0009404496,1.0000000000,1.0000000000,0.4959000000,0.4850000000,OMA,
78,"c2,b4",7.071,15.8110,-109,0.0000511505,0.0012704741,0.0000159771,0.0003955077,0.0009458723,1.0000000000,1.0000000000,0.4965000000,0.4809000000,OMA,
79,"c2,c1",7.071,15.8110,-109,0.0000498511,0.0012652056,0.0000160552,0.0004058999,0.0009599643,1.0000000000,1.0000000000,0.5063000000,0.4812000000,OMA,
80,"c2,c4",7.071,15.8110,-109,0.0000504436,0.0012545951,0.0000160065,0.0004052044,0.0009530571,1.0000000000,1.0000000000,0.4971000000,0.4776000000,OMA,
81,"c2,d1",7.071,21.2132,-109,0.0000155563,0.0012777724,0.0000049691,0.0003962361,0.0009349298,1.0000000000,1.0000000000,0.5000000000,0.4721000000,OMA,
82,"c2,d2",7.071,15.8110,-109,0.0000512435,0.0012572215,0.0000160430,0.0003945610,0.0009417381,1.0000000000,1.0000000000,0.5011000000,0.4891000000,OMA,
83,"c2,d3",7.071,15.8110,-109,0.0000508514,0.0012710646,0.0000160417,0.0003977799,0.0009523791,1.0000000000,1.0000000000,0.4975000000,0.4858000000,OMA,
84,"c2,d4",7.071,21.2132,-109,0.0000157641,0.0012505478,0.0000049124,0.0004015003,0.0009328043,1.0000000000,1.0000000000,0.4951000000,0.4760000000,OMA,
85,"c3,a1",7.071,21.2132,-109,0.0000154301,0.0012615711,0.0000049124,0.0004015003,0.0009067595,1.0000000000,1.0000000000,0.5008000000,0.4735000000,OMA,
86,"c3,a2",7.071,15.8110,-109,0.0000502278,0.0012498494,0.0000158107,0.0004039752,0.0009395912,1.0000000000,1.0000000000,0.4917000000,0.4812000000,OMA,
87,"c3,a3",7.071,15.8110,-109,0.0000508264,0.0012647076,0.0000158743,0.0003955102,0.0009443778,1.0000000000,1.0000000000,0.4980000000,0.4815000000,OMA,
88,"c3,a4",7.071,21.2132,-109,0.0000156324,0.0012799263,0.0000049496,0.0004035167,0.0009215689,1.0000000000,1.0000000000,0.4940000000,0.4754000000,OMA,
89,"c3,b1",7.071,15.8110,-109,0.0000512163,0.0012424740,0.0000159749,0.0003966465,0.0009404496,1.0000000000,1.0000000000,0.4959000000,0.4850000000,OMA,
90,"c3,b4",7.071,15.8110,-109,0.0000511505,0.0012704741,0.0000159771,0.0003955077,0.0009458723,1.0000000000,1.0000000000,0.4965000000,0.4809000000,OMA,
91,"c3,c1",7.071,15.8110,-109,0.0000498511,0.0012652056,0.0000160552,0.0004058999,0.0009599643,1.0000000000,1.0000000000,0.5063000000,0.4812000000,OMA,
92,"c3,c4",7.071,15.8110,-109,0.0000504436,0.0012545951,0.0000160065,0.0004052044,0.0009530571,1.0000000000,1.0000000000,0.4971000000,0.4776000000,OMA,
93,"c3,d1",7.071,21.2132,-109,0.0000155563,0.0012777724,0.0000049691,0.0003962361,0.0009349298,1.0000000000,1.0000000000,0.5000000000,0.4721000000,OMA,
94,"c3,d2",7.071,15.8110,-109,0.0000512435,0.0012572215,0.0000160430,0.0003945610,0.0009417381,1.0000000000,1.0000000000,0.5011000000,0.4891000000,OMA,
95,"c3,d3",7.071,15.8110,-109,0.0000508514,0.0012710646,0.0000160417,0.0003977799,0.0009523791,1.0000000000,1.0000000000,0.4975000000,0.4858000000,OMA,
96,"c3,d4",7.071,21.2132,-109,0.0000157641,0.0012505478,0.0000049124,0.0004015003,0.0009328043,1.0000000000,1.0000000000,0.4951000000,0.4760000000,OMA,
97,"b2,a1",7.071,21.2132,-104,0.0000487942,0.0039894382,0.0000048888,0.0004030517,0.0028598470,1.0000000000,1.0000000000,0.4987000000,0.4582000000,OMA,
98,"b2,a2",7.071,15.8110,-104,0.0001588343,0.0039523708,0.0000158107,0.0004039752,0.0029634995,1.0000000000,1.0000000000,0.4883000000,0.4681000000,OMA,
99,"b2,a3",7.071,15.8110,-104,0.0001607273,0.0039993566,0.0000158743,0.0003955102,0.0029786683,1.0000000000,1.0000000000,0.4951000000,0.4667000000,OMA,
100,"b2,a4",7.071,21.2132,-104,0.0000494341,0.0040474824,0.0000049496,0.0004035167,0.0029065579,1.0000000000,1.0000000000,0.4930000000,0.4628000000,OMA,
101,"b2,b1",7.071,15.8110,-104,0.0001619600,0.0039290479,0.0000159749,0.0003966465,0.0029663591,1.0000000000,1.0000000000,0.4930000000,0.4727000000,OMA,
102,"b2,b4",7.071,15.8110,-104,0.0001617520,0.0040175920,0.0000159771,0.0003955077,0.0029832956,1.0000000000,1.0000000000,0.4938000000,0.4677000000,OMA,
103,"b2,c1",7.071,15.8110,-104,0.0001576430,0.0040009313,0.0000160552,0.0004058999,0.0030275949,1.0000000000,1.0000000000,0.5034000000,0.4686000000,OMA,
104,"b2,c4",7.071,15.8110,-104,0.0001595166,0.0039673782,0.0000160065,0.0004052044,0.0030057542,1.0000000000,1.0000000000,0.4953000000,0.4636000000,OMA,
105,"b2,d1",7.071,21.2132,-104,0.0000491935,0.0040406711,0.0000049691,0.0003962361,0.0029483999,1.0000000000,1.0000000000,0.4977000000,0.4567000000,OMA,
106,"b2,d2",7.071,15.8110,-104,0.0001620461,0.0039756835,0.0000160430,0.0003945610,0.0029702216,1.0000000000,1.0000000000,0.4989000000,0.4755000000,OMA,
107,"b2,d3",7.071,15.8110,-104,0.0001608062,0.0040194591,0.0000160417,0.0003977799,0.0030038626,1.0000000000,1.0000000000,0.4956000000,0.4722000000,OMA,
108,"b2,d4",7.071,21.2132,-104,0.0000498505,0.0039545794,0.0000049124,0.0004015003,0.0029415846,1.0000000000,1.0000000000,0.4934000000,0.4639000000,OMA,
109,"b3,a1",7.071,21.2132,-104,0.0000487942,0.0039894382,0.0000048888,0.0004030517,0.0028598470,1.0000000000,1.0000000000,0.4987000000,0.4582000000,OMA,
110,"b3,a2",7.071,15.8110,-104,0.0001588343,0.0039523708,0.0000158107,0.0004039752,0.0029634995,1.0000000000,1.0000000000,0.4883000000,0.4681000000,OMA,
111,"b3,a3",7.071,15.8110,-104,0.0001607273,0.0039993566,0.0000158743,0.0003955102,0.0029786683,1.0000000000,1.0000000000,0.4951000000,0.4667000000,OMA,
112,"b3,a4",7.071,21.2132,-104,0.0000494341,0.0040474824,0.0000049496,0.0004035167,0.0029065579,1.0000000000,1.0000000000,0.4930000000,0.4628000000,OMA,
113,"b3,b1",7.071,15.8110,-104,0.0001619600,0.0039290479,0.0000159749,0.0003966465,0.0029663591,1.0000000000,1.0000000000,0.4930000000,0.4727000000,OMA,
114,"b3,b4",7.071,15.8110,-104,0.0001617520,0.0040175920,0.0000159771,0.0003955077,0.0029832956,1.0000000000,1.0000000000,0.4938000000,0.4677000000,OMA,
115,"b3,c1",7.071,15.8110,-104,0.0001576430,0.0040009313,0.0000160552,0.0004058999,0.0030275949,1.0000000000,1.0000000000,0.5034000000,0.4686000000,OMA,
116,"b3,c4",7.071,15.8110,-104,0.0001595166,0.0039673782,0.0000160065,0.0004052044,0.0030057542,1.0000000000,1.0000000000,0.4953000000,0.4636000000,OMA,
117,"b3,d1",7.071,21.2132,-104,0.0000491935,0.0040406711,0.0000049691,0.0003962361,0.0029483999,1.0000000000,1.0000000000,0.4977000000,0.4567000000,OMA,
118,"b3,d2",7.071,15.8110,-104,0.0001620461,0.0039756835,0.0000160430,0.0003945610,0.0029702216,1.0000000000,1.0000000000,0.4989000000,0.4755000000,OMA,
119,"b3,d3",7.071,15.8110,-104,0.0001608062,0.0040194591,0.0000160417,0.0003977799,0.0030038626,1.0000000000,1.0000000000,0.4956000000,0.4722000000,OMA,
120,"b3,d4",7.071,21.2132,-104,0.0000498505,0.0039545794,0.0000049124,0.0004015003,0.0029415846,1.0000000000,1.0000000000,0.4934000000,0.4639000000,OMA,
121,"c2,a1",7.071,21.2132,-104,0.0000487942,0.0039894382,0.0000048888,0.0004030517,0.0028598470,1.0000000000,1.0000000000,0.4987000000,0.4582000000,OMA,
122,"c2,a2",7.071,15.8110,-104,0.0001588343,0.0039523708,0.0000158107,0.0004039752,0.0029634995,1.0000000000,1.0000000000,0.4883000000,0.4681000000,OMA,
123,"c2,a3",7.071,15.8110,-104,0.0001607273,0.0039993566,0.0000158743,0.0003955102,0.0029786683,1.0000000000,1.0000000000,0.4951000000,0.4667000000,OMA,
124,"c2,a4",7.071,21.2132,-104,0.0000494341,0.0040474824,0.0000049496,0.0004035167,0.0029065579,1.0000000000,1.0000000000,0.4930000000,0.4628000000,OMA,
125,"c2,b1",7.071,15.8110,-104,0.0001619600,0.0039290479,0.0000159749,0.0003966465,0.0029663591,1.0000000000,1.0000000000,0.4930000000,0.4727000000,OMA,
126,"c2,b4",7.071,15.8110,-104,0.0001617520,0.0040175920,0.0000159771,0.0003955077,0.0029832956,1.0000000000,1.0000000000,0.4938000000,0.4677000000,OMA,
127,"c2,c1",7.071,15.8110,-104,0.0001576430,0.0040009313,0.0000160552,0.0004058999,0.0030275949,1.0000000000,1.0000000000,0.5034000000,0.4686000000,OMA,
128,"c2,c4",7.071,15.8110,-104,0.0001595166,0.0039673782,0.0000160065,0.0004052044,0.0030057542,1.0000000000,1.0000000000,0.4953000000,0.4636000000,OMA,
129,"c2,d1",7.071,21.2132,-104,0.0000491935,0.0040406711,0.0000049691,0.0003962361,0.0029483999,1.0000000000,1.0000000000,0.4977000000,0.4567000000,OMA,
130,"c2,d2",7.071,15.8110,-104,0.0001620461,0.0039756835,0.0000160430,0.0003945610,0.0029702216,1.0000000000,1.0000000000,0.4989000000,0.4755000000,OMA,
131,"c2,d3",7.071,15.8110,-104,0.0001608062,0.0040194591,0.0000160417,0.0003977799,0.0030038626,1.0000000000,1.0000000000,0.4956000000,0.4722000000,OMA,
132,"c2,d4",7.071,21.2132,-104,0.0000498505,0.0039545794,0.0000049124,0.0004015003,0.0029415846,1.0000000000,1.0000000000,0.4934000000,0.4639000000,OMA,
133,"c3,a1",7.071,21.2132,-104,0.0000487942,0.0039894382,0.0000048888,0.0004030517,0.0028598470,1.0000000000,1.0000000000,0.4987000000,0.4582000000,OMA,
134,"c3,a2",7.071,15.8110,-104,0.0001588343,0.0039523708,0.0000158107,0.0004039752,0.0029634995,1.0000000000,1.0000000000,0.4883000000,0.4681000000,OMA,
135,"c3,a3",7.071,15.8110,-104,0.0001607273,0.0039993566,0.0000158743,0.0003955102,0.0029786683,1.0000000000,1.0000000000,0.4951000000,0.4667000000,OMA,
136,"c3,a4",7.071,21.2132,-104,0.0000494341,0.0040474824,0.0000049496,0.0004035167,0.0029065579,1.0000000000,1.0000000000,0.4930000000,0.4628000000,OMA,
137,"c3,b1",7.071,15.8110,-104,0.0001619600,0.0039290479,0.0000159749,0.0003966465,0.0029663591,1.0000000000,1.0000000000,0.4930000000,0.4727000000,OMA,
138,"c3,b4",7.071,15.8110,-104,0.0001617520,0.0040175920,0.0000159771,0.0003955077,0.0029832956,1.0000000000,1.0000000000,0.4938000000,0.4677000000,OMA,
139,"c3,c1",7.071,15.8110,-104,0.0001576430,0.0040009313,0.0000160552,0.0004058999,0.0030275949,1.0000000000,1.0000000000,0.5034000000,0.4686000000,OMA,
140,"c3,c4",7.071,15.8110,-104,0.0001595166,0.0039673782,0.0000160065,0.0004052044,0.0030057542,1.0000000000,1.0000000000,0.4953000000,0.4636000000,OMA,
141,"c3,d1",7.071,21.2132,-104,0.0000491935,0.0040406711,0.0000049691,0.0003962361,0.0029483999,1.0000000000,1.0000000000,0.4977000000,0.4567000000,OMA,
142,"c3,d2",7.071,15.8110,-104,0.0001620461,0.0039756835,0.0000160430,0.0003945610,0.0029702216,1.0000000000,1.0000000000,0.4989000000,0.4755000000,OMA,
143,"c3,d3",7.071,15.8110,-104,0.0001608062,0.0040194591,0.0000160417,0.0003977799,0.0030038626,1.0000000000,1.0000000000,0.4956000000,0.4722000000,OMA,
144,"c3,d4",7.071,21.2132,-104,0.0000498505,0.0039545794,0.0000049124,0.0004015003,0.0029415846,1.0000000000,1.0000000000,0.4934000000,0.4639000000,OMA,
145,"b2,a1",7.071,21.2132,-99,0.0001543009,0.0126157114,0.0000048888,0.0004030517,0.0089694810,1.0000000000,1.0000000000,0.4964000000,0.4334000000,OMA,
146,"b2,a2",7.071,15.8110,-99,0.0005022783,0.0124984938,0.0000158107,0.0004039752,0.0092956077,1.0000000000,1.0000000000,0.4836000000,0.4456000000,OMA,
147,"b2,a3",7.071,15.8110,-99,0.0005082643,0.0126470761,0.0000158743,0.0003955102,0.0093438778,1.0000000000,1.0000000000,0.4919000000,0.4407000000,OMA,
148,"b2,a4",7.071,21.2132,-99,0.0001563244,0.0127992633,0.0000049496,0.0004035167,0.0091159640,1.0000000000,1.0000000000,0.4903000000,0.4396000000,OMA,
149,"b2,b1",7.071,15.8110,-99,0.0005121626,0.0124247405,0.0000159749,0.0003966465,0.0093060225,1.0000000000,1.0000000000,0.4887000000,0.4490000000,OMA,
150,"b2,b4",7.071,15.8110,-99,0.0005115048,0.0127047413,0.0000159771,0.0003955077,0.0093575590,1.0000000000,1.0000000000,0.4885000000,0.4420000000,OMA,
151,"b2,c1",7.071,15.8110,-99,0.0004985110,0.0126520557,0.0000160552,0.0004058999,0.0094951350,1.0000000000,1.0000000000,0.4993000000,0.4462000000,OMA,
152,"b2,c4",7.071,15.8110,-99,0.0005044358,0.0125459515,0.0000160065,0.0004052044,0.0094261160,1.0000000000,1.0000000000,0.4901000000,0.4392000000,OMA,
153,"b2,d1",7.071,21.2132,-99,0.0001555634,0.0127777240,0.0000049691,0.0003962361,0.0092443850,1.0000000000,1.0000000000,0.4951000000,0.4336000000,OMA,
154,"b2,d2",7.071,15.8110,-99,0.0005124348,0.0125722151,0.0000160430,0.0003945610,0.0093162776,1.0000000000,1.0000000000,0.4938000000,0.4509000000,OMA,
155,"b2,d3",7.071,15.8110,-99,0.0005085139,0.0127106456,0.0000160417,0.0003977799,0.0094224716,1.0000000000,1.0000000000,0.4918000000,0.4446000000,OMA,
156,"b2,d4",7.071,21.2132,-99,0.0001576410,0.0125054782,0.0000049124,0.0004015003,0.0092219875,1.0000000000,1.0000000000,0.4902000000,0.4406000000,OMA,
157,"b3,a1",7.071,21.2132,-99,0.0001543009,0.0126157114,0.0000048888,0.0004030517,0.0089694810,1.0000000000,1.0000000000,0.4964000000,0.4334000000,OMA,
158,"b3,a2",7.071,15.8110,-99,0.0005022783,0.0124984938,0.0000158107,0.0004039752,0.0092956077,1.0000000000,1.0000000000,0.4836000000,0.4456000000,OMA,
159,"b3,a3",7.071,15.8110,-99,0.0005082643,0.0126470761,0.0000158743,0.0003955102,0.0093438778,1.0000000000,1.0000000000,0.4919000000,0.4407000000,OMA,
160,"b3,a4",7.071,21.2132,-99,0.0001563244,0.0127992633,0.0000049496,0.0004035167,0.0091159640,1.0000000000,1.0000000000,0.4903000000,0.4396000000,OMA,
161,"b3,b1",7.071,15.8110,-99,0.0005121626,0.0124247405,0.0000159749,0.0003966465,0.0093060225,1.0000000000,1.0000000000,0.4887000000,0.4490000000,OMA,
162,"b3,b4",7.071,15.8110,-99,0.0005115048,0.0127047413,0.0000159771,0.0003955077,0.0093575590,1.0000000000,1.0000000000,0.4885000000,0.4420000000,OMA,
163,"b3,c1",7.071,15.8110,-99,0.0004985110,0.0126520557,0.0000160552,0.0004058999,0.0094951350,1.0000000000,1.0000000000,0.4993000000,0.4462000000,OMA,
164,"b3,c4",7.071,15.8110,-99,0.0005044358,0.0125459515,0.0000160065,0.0004052044,0.0094261160,1.0000000000,1.0000000000,0.4901000000,0.4392000000,OMA,
165,"b3,d1",7.071,21.2132,-99,0.0001555634,0.0127777240,0.0000049691,0.0003962361,0.0092443850,1.0000000000,1.0000000000,0.4951000000,0.4336000000,OMA,
166,"b3,d2",7.071,15.8110,-99,0.0005124348,0.0125722151,0.0000160430,0.0003945610,0.0093162776,1.0000000000,1.0000000000,0.4938000000,0.4509000000,OMA,
167,"b3,d3",7.071,15.8110,-99,0.0005085139,0.0127106456,0.0000160417,0.0003977799,0.0094224716,1.0000000000,1.0000000000,0.4918000000,0.4446000000,OMA,
168,"b3,d4",7.071,21.2132,-99,0.0001576410,0.0125054782,0.0000049124,0.0004015003,0.0092219875,1.0000000000,1.0000000000,0.4902000000,0.4406000000,OMA,
169,"c2,a1",7.071,21.2132,-99,0.0001543009,0.0126157114,0.0000048888,0.0004030517,0.0089694810,1.0000000000,1.0000000000,0.4964000000,0.4334000000,OMA,
170,"c2,a2",7.071,15.8110,-99,0.0005022783,0.0124984938,0.0000158107,0.0004039752,0.0092956077,1.0000000000,1.0000000000,0.4836000000,0.4456000000,OMA,
171,"c2,a3",7.071,15.8110,-99,0.0005082643,0.0126470761,0.0000158743,0.0003955102,0.0093438778,1.0000000000,1.0000000000,0.4919000000,0.4407000000,OMA,
172,"c2,a4",7.071,21.2132,-99,0.0001563244,0.0127992633,0.0000049496,0.0004035167,0.0091159640,1.0000000000,1.0000000000,0.4903000000,0.4396000000,OMA,
173,"c2,b1",7.071,15.8110,-99,0.0005121626,0.0124247405,0.0000159749,0.0003966465,0.0093060225,1.0000000000,1.0000000000,0.4887000000,0.4490000000,OMA,
174,"c2,b4",7.071,15.8110,-99,0.0005115048,0.0127047413,0.0000159771,0.0003955077,0.0093575590,1.0000000000,1.0000000000,0.4885000000,0.4420000000,OMA,
175,"c2,c1",7.071,15.8110,-99,0.0004985110,0.0126520557,0.0000160552,0.0004058999,0.0094951350,1.0000000000,1.0000000000,0.4993000000,0.4462000000,OMA,
176,"c2,c4",7.071,15.8110,-99,0.0005044358,0.0125459515,0.0000160065,0.0004052044,0.0094261160,1.0000000000,1.0000000000,0.4901000000,0.4392000000,OMA,
177,"c2,d1",7.071,21.2132,-99,0.0001555634,0.0127777240,0.0000049691,0.0003962361,0.0092443850,1.0000000000,1.0000000000,0.4951000000,0.4336000000,OMA,
178,"c2,d2",7.071,15.8110,-99,0.0005124348,0.0125722151,0.0000160430,0.0003945610,0.0093162776,1.0000000000,1.0000000000,0.4938000000,0.4509000000,OMA,
179,"c2,d3",7.071,15.8110,-99,0.0005085139,0.0127106456,0.0000160417,0.0003977799,0.0094224716,1.0000000000,1.0000000000,0.4918000000,0.4446000000,OMA,
180,"c2,d4",7.071,21.2132,-99,0.0001576410,0.0125054782,0.0000049124,0.0004015003,0.0092219875,1.0000000000,1.0000000000,0.4902000000,0.4406000000,OMA,
181,"c3,a1",7.071,21.2132,-99,0.0001543009,0.0126157114,0.0000048888,0.0004030517,0.0089694810,1.0000000000,1.0000000000,0.4964000000,0.4334000000,OMA,
182,"c3,a2",7.071,15.8110,-99,0.0005022783,0.0124984938,0.0000158107,0.0004039752,0.0092956077,1.0000000000,1.0000000000,0.4836000000,0.4456000000,OMA,
183,"c3,a3",7.071,15.8110,-99,0.0005082643,0.0126470761,0.0000158743,0.0003955102,0.0093438778,1.0000000000,1.0000000000,0.4919000000,0.4407000000,OMA,
184,"c3,a4",7.071,21.2132,-99,0.0001563244,0.0127992633,0.0000049496,0.0004035167,0.0091159640,1.0000000000,1.0000000000,0.4903000000,0.4396000000,OMA,
185,"c3,b1",7.071,15.8110,-99,0.0005121626,0.0124247405,0.0000159749,0.0003966465,0.0093060225,1.0000000000,1.0000000000,0.4887000000,0.4490000000,OMA,
186,"c3,b4",7.071,15.8110,-99,0.0005115048,0.0127047413,0.0000159771,0.0003955077,0.0093575590,1.0000000000,1.0000000000,0.4885000000,0.4420000000,OMA,
187,"c3,c1",7.071,15.8110,-99,0.0004985110,0.0126520557,0.0000160552,0.0004058999,0.0094951350,1.0000000000,1.0000000000,0.4993000000,0.4462000000,OMA,
188,"c3,c4",7.071,15.8110,-99,0.0005044358,0.0125459515,0.0000160065,0.0004052044,0.0094261160,1.0000000000,1.0000000000,0.4901000000,0.4392000000,OMA,
189,"c3,d1",7.071,21.2132,-99,0.0001555634,0.0127777240,0.0000049691,0.0003962361,0.0092443850,1.0000000000,1.0000000000,0.4951000000,0.4336000000,OMA,
190,"c3,d2",7.071,15.8110,-99,0.0005124348,0.0125722151,0.0000160430,0.0003945610,0.0093162776,1.0000000000,1.0000000000,0.4938000000,0.4509000000,OMA,
191,"c3,d3",7.071,15.8110,-99,0.0005085139,0.0127106456,0.0000160417,0.0003977799,0.0094224716,1.0000000000,1.0000000000,0.4918000000,0.4446000000,OMA,
192,"c3,d4",7.071,21.2132,-99,0.0001576410,0.0125054782,0.0000049124,0.0004015003,0.0092219875,1.0000000000,1.0000000000,0.4902000000,0.4406000000,OMA,
193,"b2,a1",7.071,21.2132,-94,0.0004879422,0.0398943823,0.0000048888,0.0004030517,0.0276691401,1.0000000000,1.0000000000,0.4918000000,0.3936000000,OMA,
194,"b2,a2",7.071,15.8110,-94,0.0015883433,0.0395237077,0.0000158107,0.0004039752,0.0286854065,1.0000000000,1.0000000000,0.4741000000,0.3989000000,OMA,
