No,Comb,DistanceNu,DistanceFu,tSNR,rSINRFu,rSINRNu,cGainFu,cGainNu,SumRate,OutageFu,OutageNu,BERFu,BerNu,MaScheme,
528,"c3,d4",7.071,21.2132,-64,0.4985047296,39.5457942639,0.0000049124,0.0004015003,2.5755066908,0.9972000000,0.3138000000,0.2177000000,0.0059000000,OMA,
529,"b2,a1",7.071,21.2132,-59,1.5430086672,126.1571140611,0.0000048888,0.0004030517,3.6633377952,0.8507000000,0.1180000000,0.1104000000,0.0023000000,OMA,
530,"b2,a2",7.071,15.8110,-59,5.0227826182,124.9849377658,0.0000158107,0.0004039752,4.1734419737,0.4446000000,0.1094000000,0.0413000000,0.0025000000,OMA,
531,"b2,a3",7.071,15.8110,-59,5.0826433291,126.4707607520,0.0000158743,0.0003955102,4.1885092824,0.4549000000,0.1134000000,0.0434000000,0.0015000000,OMA,
532,"b2,a4",7.071,21.2132,-59,1.5632443065,127.9926329610,0.0000049496,0.0004035167,3.6758743856,0.8497000000,0.1137000000,0.1054000000,0.0020000000,OMA,
533,"b2,b1",7.071,15.8110,-59,5.1216260066,124.2474047344,0.0000159749,0.0003966465,4.1870766343,0.4464000000,0.1130000000,0.0447000000,0.0026000000,OMA,
534,"b2,b4",7.071,15.8110,-59,5.1150477408,127.0474130401,0.0000159771,0.0003955077,4.1810430099,0.4418000000,0.1124000000,0.0402000000,0.0012000000,OMA,
535,"b2,c1",7.071,15.8110,-59,4.9851104017,126.5205566339,0.0000160552,0.0004058999,4.1945591717,0.4462000000,0.1173000000,0.0435000000,0.0021000000,OMA,
536,"b2,c4",7.071,15.8110,-59,5.0443581611,125.4595145727,0.0000160065,0.0004052044,4.1899609637,0.4452000000,0.1097000000,0.0481000000,0.0018000000,OMA,
537,"b2,d1",7.071,21.2132,-59,1.5556336853,127.7772402187,0.0000049691,0.0003962361,3.6838842579,0.8556000000,0.1103000000,0.1087000000,0.0022000000,OMA,
538,"b2,d2",7.071,15.8110,-59,5.1243475993,125.7221508004,0.0000160430,0.0003945610,4.1932413856,0.4468000000,0.1133000000,0.0413000000,0.0020000000,OMA,
539,"b2,d3",7.071,15.8110,-59,5.0851390813,127.1064559302,0.0000160417,0.0003977799,4.1894873127,0.4499000000,0.1118000000,0.0426000000,0.0018000000,OMA,
540,"b2,d4",7.071,21.2132,-59,1.5764103698,125.0547817545,0.0000049124,0.0004015003,3.6769882939,0.8542000000,0.1099000000,0.1100000000,0.0022000000,OMA,
541,"b3,a1",7.071,21.2132,-59,1.5430086672,126.1571140611,0.0000048888,0.0004030517,3.6633377952,0.8507000000,0.1180000000,0.1104000000,0.0023000000,OMA,
542,"b3,a2",7.071,15.8110,-59,5.0227826182,124.9849377658,0.0000158107,0.0004039752,4.1734419737,0.4446000000,0.1094000000,0.0413000000,0.0025000000,OMA,
543,"b3,a3",7.071,15.8110,-59,5.0826433291,126.4707607520,0.0000158743,0.0003955102,4.1885092824,0.4549000000,0.1134000000,0.0434000000,0.0015000000,OMA,
544,"b3,a4",7.071,21.2132,-59,1.5632443065,127.9926329610,0.0000049496,0.0004035167,3.6758743856,0.8497000000,0.1137000000,0.1054000000,0.0020000000,OMA,
545,"b3,b1",7.071,15.8110,-59,5.1216260066,124.2474047344,0.0000159749,0.0003966465,4.1870766343,0.4464000000,0.1130000000,0.0447000000,0.0026000000,OMA,
546,"b3,b4",7.071,15.8110,-59,5.1150477408,127.0474130401,0.0000159771,0.0003955077,4.1810430099,0.4418000000,0.1124000000,0.0402000000,0.0012000000,OMA,
547,"b3,c1",7.071,15.8110,-59,4.9851104017,126.5205566339,0.0000160552,0.0004058999,4.1945591717,0.4462000000,0.1173000000,0.0435000000,0.0021000000,OMA,
548,"b3,c4",7.071,15.8110,-59,5.0443581611,125.4595145727,0.0000160065,0.0004052044,4.1899609637,0.4452000000,0.1097000000,0.0481000000,0.0018000000,OMA,
549,"b3,d1",7.071,21.2132,-59,1.5556336853,127.7772402187,0.0000049691,0.0003962361,3.6838842579,0.8556000000,0.1103000000,0.1087000000,0.0022000000,OMA,
550,"b3,d2",7.071,15.8110,-59,5.1243475993,125.7221508004,0.0000160430,0.0003945610,4.1932413856,0.4468000000,0.1133000000,0.0413000000,0.0020000000,OMA,
551,"b3,d3",7.071,15.8110,-59,5.0851390813,127.1064559302,0.0000160417,0.0003977799,4.1894873127,0.4499000000,0.1118000000,0.0426000000,0.0018000000,OMA,
552,"b3,d4",7.071,21.2132,-59,1.5764103698,125.0547817545,0.0000049124,0.0004015003,3.6769882939,0.8542000000,0.1099000000,0.1100000000,0.0022000000,OMA,
553,"c2,a1",7.071,21.2132,-59,1.5430086672,126.1571140611,0.0000048888,0.0004030517,3.6633377952,0.8507000000,0.1180000000,0.1104000000,0.0023000000,OMA,
554,"c2,a2",7.071,15.8110,-59,5.0227826182,124.9849377658,0.0000158107,0.0004039752,4.1734419737,0.4446000000,0.1094000000,0.0413000000,0.0025000000,OMA,
555,"c2,a3",7.071,15.8110,-59,5.0826433291,126.4707607520,0.0000158743,0.0003955102,4.1885092824,0.4549000000,0.1134000000,0.0434000000,0.0015000000,OMA,
556,"c2,a4",7.071,21.2132,-59,1.5632443065,127.9926329610,0.0000049496,0.0004035167,3.6758743856,0.8497000000,0.1137000000,0.1054000000,0.0020000000,OMA,
557,"c2,b1",7.071,15.8110,-59,5.1216260066,124.2474047344,0.0000159749,0.0003966465,4.1870766343,0.4464000000,0.1130000000,0.0447000000,0.0026000000,OMA,
558,"c2,b4",7.071,15.8110,-59,5.1150477408,127.0474130401,0.0000159771,0.0003955077,4.1810430099,0.4418000000,0.1124000000,0.0402000000,0.0012000000,OMA,
559,"c2,c1",7.071,15.8110,-59,4.9851104017,126.5205566339,0.0000160552,0.0004058999,4.1945591717,0.4462000000,0.1173000000,0.0435000000,0.0021000000,OMA,
560,"c2,c4",7.071,15.8110,-59,5.0443581611,125.4595145727,0.0000160065,0.0004052044,4.1899609637,0.4452000000,0.1097000000,0.0481000000,0.0018000000,OMA,
561,"c2,d1",7.071,21.2132,-59,1.5556336853,127.7772402187,0.0000049691,0.0003962361,3.6838842579,0.8556000000,0.1103000000,0.1087000000,0.0022000000,OMA,
562,"c2,d2",7.071,15.8110,-59,5.1243475993,125.7221508004,0.0000160430,0.0003945610,4.1932413856,0.4468000000,0.1133000000,0.0413000000,0.0020000000,OMA,
563,"c2,d3",7.071,15.8110,-59,5.0851390813,127.1064559302,0.0000160417,0.0003977799,4.1894873127,0.4499000000,0.1118000000,0.0426000000,0.0018000000,OMA,
564,"c2,d4",7.071,21.2132,-59,1.5764103698,125.0547817545,0.0000049124,0.0004015003,3.6769882939,0.8542000000,0.1099000000,0.1100000000,0.0022000000,OMA,
565,"c3,a1",7.071,21.2132,-59,1.5430086672,126.1571140611,0.0000048888,0.0004030517,3.6633377952,0.8507000000,0.1180000000,0.1104000000,0.0023000000,OMA,
566,"c3,a2",7.071,15.8110,-59,5.0227826182,124.9849377658,0.0000158107,0.0004039752,4.1734419737,0.4446000000,0.1094000000,0.0413000000,0.0025000000,OMA,
567,"c3,a3",7.071,15.8110,-59,5.0826433291,126.4707607520,0.0000158743,0.0003955102,4.1885092824,0.4549000000,0.1134000000,0.0434000000,0.0015000000,OMA,
568,"c3,a4",7.071,21.2132,-59,1.5632443065,127.9926329610,0.0000049496,0.0004035167,3.6758743856,0.8497000000,0.1137000000,0.1054000000,0.0020000000,OMA,
569,"c3,b1",7.071,15.8110,-59,5.1216260066,124.2474047344,0.0000159749,0.0003966465,4.1870766343,0.4464000000,0.1130000000,0.0447000000,0.0026000000,OMA,
570,"c3,b4",7.071,15.8110,-59,5.1150477408,127.0474130401,0.0000159771,0.0003955077,4.1810430099,0.4418000000,0.1124000000,0.0402000000,0.0012000000,OMA,
571,"c3,c1",7.071,15.8110,-59,4.9851104017,126.5205566339,0.0000160552,0.0004058999,4.1945591717,0.4462000000,0.1173000000,0.0435000000,0.0021000000,OMA,
572,"c3,c4",7.071,15.8110,-59,5.0443581611,125.4595145727,0.0000160065,0.0004052044,4.1899609637,0.4452000000,0.1097000000,0.0481000000,0.0018000000,OMA,
573,"c3,d1",7.071,21.2132,-59,1.5556336853,127.7772402187,0.0000049691,0.0003962361,3.6838842579,0.8556000000,0.1103000000,0.1087000000,0.0022000000,OMA,
574,"c3,d2",7.071,15.8110,-59,5.1243475993,125.7221508004,0.0000160430,0.0003945610,4.1932413856,0.4468000000,0.1133000000,0.0413000000,0.0020000000,OMA,
575,"c3,d3",7.071,15.8110,-59,5.0851390813,127.1064559302,0.0000160417,0.0003977799,4.1894873127,0.4499000000,0.1118000000,0.0426000000,0.0018000000,OMA,
576,"c3,d4",7.071,21.2132,-59,1.5764103698,125.0547817545,0.0000049124,0.0004015003,3.6769882939,0.8542000000,0.1099000000,0.1100000000,0.0022000000,OMA,
577,"b2,a1",7.071,21.2132,-54,4.8794218376,398.9438234666,0.0000048888,0.0004030517,4.9718691843,0.4527000000,0.0386000000,0.0440000000,0.0008000000,OMA,
578,"b2,a2",7.071,15.8110,-54,15.8834332655,395.2370765544,0.0000158107,0.0004039752,5.6322682389,0.1704000000,0.0346000000,0.0153000000,0.0007000000,OMA,
579,"b2,a3",7.071,15.8110,-54,16.0727294542,399.9356613905,0.0000158743,0.0003955102,5.6495026609,0.1723000000,0.0363000000,0.0151000000,0.0003000000,OMA,
580,"b2,a4",7.071,21.2132,-54,4.9434125477,404.7482438786,0.0000049496,0.0004035167,4.9855150749,0.4477000000,0.0360000000,0.0412000000,0.0010000000,OMA,
581,"b2,b1",7.071,15.8110,-54,16.1960035043,392.9047923256,0.0000159749,0.0003966465,5.6481982909,0.1706000000,0.0384000000,0.0154000000,0.0010000000,OMA,
582,"b2,b4",7.071,15.8110,-54,16.1752012016,401.7591960390,0.0000159771,0.0003955077,5.6428454294,0.1722000000,0.0369000000,0.0148000000,0.0005000000,OMA,
583,"b2,c1",7.071,15.8110,-54,15.7643032566,400.0931297956,0.0000160552,0.0004058999,5.6556746499,0.1719000000,0.0384000000,0.0149000000,0.0007000000,OMA,
584,"b2,c4",7.071,15.8110,-54,15.9516611226,396.7378201889,0.0000160065,0.0004052044,5.6509580140,0.1656000000,0.0357000000,0.0179000000,0.0009000000,OMA,
585,"b2,d1",7.071,21.2132,-54,4.9193456503,404.0671122216,0.0000049691,0.0003962361,4.9935306495,0.4559000000,0.0361000000,0.0428000000,0.0009000000,OMA,
586,"b2,d2",7.071,15.8110,-54,16.2046099362,397.5683488644,0.0000160430,0.0003945610,5.6563526049,0.1742000000,0.0380000000,0.0153000000,0.0007000000,OMA,
587,"b2,d3",7.071,15.8110,-54,16.0806217157,401.9459060512,0.0000160417,0.0003977799,5.6511101398,0.1759000000,0.0376000000,0.0161000000,0.0006000000,OMA,
588,"b2,d4",7.071,21.2132,-54,4.9850472958,395.4579426394,0.0000049124,0.0004015003,4.9864724514,0.4580000000,0.0328000000,0.0419000000,0.0006000000,OMA,
589,"b3,a1",7.071,21.2132,-54,4.8794218376,398.9438234666,0.0000048888,0.0004030517,4.9718691843,0.4527000000,0.0386000000,0.0440000000,0.0008000000,OMA,
590,"b3,a2",7.071,15.8110,-54,15.8834332655,395.2370765544,0.0000158107,0.0004039752,5.6322682389,0.1704000000,0.0346000000,0.0153000000,0.0007000000,OMA,
591,"b3,a3",7.071,15.8110,-54,16.0727294542,399.9356613905,0.0000158743,0.0003955102,5.6495026609,0.1723000000,0.0363000000,0.0151000000,0.0003000000,OMA,
592,"b3,a4",7.071,21.2132,-54,4.9434125477,404.7482438786,0.0000049496,0.0004035167,4.9855150749,0.4477000000,0.0360000000,0.0412000000,0.0010000000,OMA,
593,"b3,b1",7.071,15.8110,-54,16.1960035043,392.9047923256,0.0000159749,0.0003966465,5.6481982909,0.1706000000,0.0384000000,0.0154000000,0.0010000000,OMA,
594,"b3,b4",7.071,15.8110,-54,16.1752012016,401.7591960390,0.0000159771,0.0003955077,5.6428454294,0.1722000000,0.0369000000,0.0148000000,0.0005000000,OMA,
595,"b3,c1",7.071,15.8110,-54,15.7643032566,400.0931297956,0.0000160552,0.0004058999,5.6556746499,0.1719000000,0.0384000000,0.0149000000,0.0007000000,OMA,
596,"b3,c4",7.071,15.8110,-54,15.9516611226,396.7378201889,0.0000160065,0.0004052044,5.6509580140,0.1656000000,0.0357000000,0.0179000000,0.0009000000,OMA,
597,"b3,d1",7.071,21.2132,-54,4.9193456503,404.0671122216,0.0000049691,0.0003962361,4.9935306495,0.4559000000,0.0361000000,0.0428000000,0.0009000000,OMA,
598,"b3,d2",7.071,15.8110,-54,16.2046099362,397.5683488644,0.0000160430,0.0003945610,5.6563526049,0.1742000000,0.0380000000,0.0153000000,0.0007000000,OMA,
599,"b3,d3",7.071,15.8110,-54,16.0806217157,401.9459060512,0.0000160417,0.0003977799,5.6511101398,0.1759000000,0.0376000000,0.0161000000,0.0006000000,OMA,
600,"b3,d4",7.071,21.2132,-54,4.9850472958,395.4579426394,0.0000049124,0.0004015003,4.9864724514,0.4580000000,0.0328000000,0.0419000000,0.0006000000,OMA,
601,"c2,a1",7.071,21.2132,-54,4.8794218376,398.9438234666,0.0000048888,0.0004030517,4.9718691843,0.4527000000,0.0386000000,0.0440000000,0.0008000000,OMA,
602,"c2,a2",7.071,15.8110,-54,15.8834332655,395.2370765544,0.0000158107,0.0004039752,5.6322682389,0.1704000000,0.0346000000,0.0153000000,0.0007000000,OMA,
603,"c2,a3",7.071,15.8110,-54,16.0727294542,399.9356613905,0.0000158743,0.0003955102,5.6495026609,0.1723000000,0.0363000000,0.0151000000,0.0003000000,OMA,
604,"c2,a4",7.071,21.2132,-54,4.9434125477,404.7482438786,0.0000049496,0.0004035167,4.9855150749,0.4477000000,0.0360000000,0.0412000000,0.0010000000,OMA,
605,"c2,b1",7.071,15.8110,-54,16.1960035043,392.9047923256,0.0000159749,0.0003966465,5.6481982909,0.1706000000,0.0384000000,0.0154000000,0.0010000000,OMA,
606,"c2,b4",7.071,15.8110,-54,16.1752012016,401.7591960390,0.0000159771,0.0003955077,5.6428454294,0.1722000000,0.0369000000,0.0148000000,0.0005000000,OMA,
607,"c2,c1",7.071,15.8110,-54,15.7643032566,400.0931297956,0.0000160552,0.0004058999,5.6556746499,0.1719000000,0.0384000000,0.0149000000,0.0007000000,OMA,
608,"c2,c4",7.071,15.8110,-54,15.9516611226,396.7378201889,0.0000160065,0.0004052044,5.6509580140,0.1656000000,0.0357000000,0.0179000000,0.0009000000,OMA,
609,"c2,d1",7.071,21.2132,-54,4.9193456503,404.0671122216,0.0000049691,0.0003962361,4.9935306495,0.4559000000,0.0361000000,0.0428000000,0.0009000000,OMA,
610,"c2,d2",7.071,15.8110,-54,16.2046099362,397.5683488644,0.0000160430,0.0003945610,5.6563526049,0.1742000000,0.0380000000,0.0153000000,0.0007000000,OMA,
611,"c2,d3",7.071,15.8110,-54,16.0806217157,401.9459060512,0.0000160417,0.0003977799,5.6511101398,0.1759000000,0.0376000000,0.0161000000,0.0006000000,OMA,
612,"c2,d4",7.071,21.2132,-54,4.9850472958,395.4579426394,0.0000049124,0.0004015003,4.9864724514,0.4580000000,0.0328000000,0.0419000000,0.0006000000,OMA,
613,"c3,a1",7.071,21.2132,-54,4.8794218376,398.9438234666,0.0000048888,0.0004030517,4.9718691843,0.4527000000,0.0386000000,0.0440000000,0.0008000000,OMA,
614,"c3,a2",7.071,15.8110,-54,15.8834332655,395.2370765544,0.0000158107,0.0004039752,5.6322682389,0.1704000000,0.0346000000,0.0153000000,0.0007000000,OMA,
615,"c3,a3",7.071,15.8110,-54,16.0727294542,399.9356613905,0.0000158743,0.0003955102,5.6495026609,0.1723000000,0.0363000000,0.0151000000,0.0003000000,OMA,
616,"c3,a4",7.071,21.2132,-54,4.9434125477,404.7482438786,0.0000049496,0.0004035167,4.9855150749,0.4477000000,0.0360000000,0.0412000000,0.0010000000,OMA,
617,"c3,b1",7.071,15.8110,-54,16.1960035043,392.9047923256,0.0000159749,0.0003966465,5.6481982909,0.1706000000,0.0384000000,0.0154000000,0.0010000000,OMA,
618,"c3,b4",7.071,15.8110,-54,16.1752012016,401.7591960390,0.0000159771,0.0003955077,5.6428454294,0.1722000000,0.0369000000,0.0148000000,0.0005000000,OMA,
619,"c3,c1",7.071,15.8110,-54,15.7643032566,400.0931297956,0.0000160552,0.0004058999,5.6556746499,0.1719000000,0.0384000000,0.0149000000,0.0007000000,OMA,
620,"c3,c4",7.071,15.8110,-54,15.9516611226,396.7378201889,0.0000160065,0.0004052044,5.6509580140,0.1656000000,0.0357000000,0.0179000000,0.0009000000,OMA,
621,"c3,d1",7.071,21.2132,-54,4.9193456503,404.0671122216,0.0000049691,0.0003962361,4.9935306495,0.4559000000,0.0361000000,0.0428000000,0.0009000000,OMA,
622,"c3,d2",7.071,15.8110,-54,16.2046099362,397.5683488644,0.0000160430,0.0003945610,5.6563526049,0.1742000000,0.0380000000,0.0153000000,0.0007000000,OMA,
623,"c3,d3",7.071,15.8110,-54,16.0806217157,401.9459060512,0.0000160417,0.0003977799,5.6511101398,0.1759000000,0.0376000000,0.0161000000,0.0006000000,OMA,
624,"c3,d4",7.071,21.2132,-54,4.9850472958,395.4579426394,0.0000049124,0.0004015003,4.9864724514,0.4580000000,0.0328000000,0.0419000000,0.0006000000,OMA,
625,"b2,a1",7.071,21.2132,-114,0.0000036596,0.0000997360,0.0000048888,0.0004030517,0.0001470826,1.0000000000,1.0000000000,0.5024000000,0.4866000000,NOMA,
626,"b2,a2",7.071,15.8110,-114,0.0000119125,0.0000988093,0.0000158107,0.0004039752,0.0001602057,1.0000000000,1.0000000000,0.4939000000,0.4954000000,NOMA,
627,"b2,a3",7.071,15.8110,-114,0.0000120544,0.0000999839,0.0000158743,0.0003955102,0.0001609716,1.0000000000,1.0000000000,0.5001000000,0.4924000000,NOMA,
628,"b2,a4",7.071,21.2132,-114,0.0000037076,0.0001011871,0.0000049496,0.0004035167,0.0001494258,1.0000000000,1.0000000000,0.4953000000,0.4875000000,NOMA,
629,"b2,b1",7.071,15.8110,-114,0.0000121469,0.0000982262,0.0000159749,0.0003966465,0.0001603276,1.0000000000,1.0000000000,0.4987000000,0.4997000000,NOMA,
630,"b2,b4",7.071,15.8110,-114,0.0000121313,0.0001004398,0.0000159771,0.0003955077,0.0001611737,1.0000000000,1.0000000000,0.4982000000,0.4931000000,NOMA,
631,"b2,c1",7.071,15.8110,-114,0.0000118231,0.0001000233,0.0000160552,0.0004058999,0.0001633566,1.0000000000,1.0000000000,0.5083000000,0.4952000000,NOMA,
632,"b2,c4",7.071,15.8110,-114,0.0000119636,0.0000991845,0.0000160065,0.0004052044,0.0001624887,1.0000000000,1.0000000000,0.4988000000,0.4913000000,NOMA,
633,"b2,d1",7.071,21.2132,-114,0.0000036895,0.0001010168,0.0000049691,0.0003962361,0.0001516189,1.0000000000,1.0000000000,0.5013000000,0.4850000000,NOMA,
634,"b2,d2",7.071,15.8110,-114,0.0000121534,0.0000993921,0.0000160430,0.0003945610,0.0001608502,1.0000000000,1.0000000000,0.5032000000,0.5027000000,NOMA,
635,"b2,d3",7.071,15.8110,-114,0.0000120604,0.0001004865,0.0000160417,0.0003977799,0.0001621948,1.0000000000,1.0000000000,0.5001000000,0.4968000000,NOMA,
636,"b2,d4",7.071,21.2132,-114,0.0000037388,0.0000988645,0.0000049124,0.0004015003,0.0001512684,1.0000000000,1.0000000000,0.4966000000,0.4884000000,NOMA,
637,"b3,a1",7.071,21.2132,-114,0.0000036596,0.0000997360,0.0000048888,0.0004030517,0.0001470826,1.0000000000,1.0000000000,0.5024000000,0.4866000000,NOMA,
638,"b3,a2",7.071,15.8110,-114,0.0000119125,0.0000988093,0.0000158107,0.0004039752,0.0001602057,1.0000000000,1.0000000000,0.4939000000,0.4954000000,NOMA,
639,"b3,a3",7.071,15.8110,-114,0.0000120544,0.0000999839,0.0000158743,0.0003955102,0.0001609716,1.0000000000,1.0000000000,0.5001000000,0.4924000000,NOMA,
640,"b3,a4",7.071,21.2132,-114,0.0000037076,0.0001011871,0.0000049496,0.0004035167,0.0001494258,1.0000000000,1.0000000000,0.4953000000,0.4875000000,NOMA,
641,"b3,b1",7.071,15.8110,-114,0.0000121469,0.0000982262,0.0000159749,0.0003966465,0.0001603276,1.0000000000,1.0000000000,0.4987000000,0.4997000000,NOMA,
642,"b3,b4",7.071,15.8110,-114,0.0000121313,0.0001004398,0.0000159771,0.0003955077,0.0001611737,1.0000000000,1.0000000000,0.4982000000,0.4931000000,NOMA,
643,"b3,c1",7.071,15.8110,-114,0.0000118231,0.0001000233,0.0000160552,0.0004058999,0.0001633566,1.0000000000,1.0000000000,0.5083000000,0.4952000000,NOMA,
644,"b3,c4",7.071,15.8110,-114,0.0000119636,0.0000991845,0.0000160065,0.0004052044,0.0001624887,1.0000000000,1.0000000000,0.4988000000,0.4913000000,NOMA,
645,"b3,d1",7.071,21.2132,-114,0.0000036895,0.0001010168,0.0000049691,0.0003962361,0.0001516189,1.0000000000,1.0000000000,0.5013000000,0.4850000000,NOMA,
646,"b3,d2",7.071,15.8110,-114,0.0000121534,0.0000993921,0.0000160430,0.0003945610,0.0001608502,1.0000000000,1.0000000000,0.5032000000,0.5027000000,NOMA,
647,"b3,d3",7.071,15.8110,-114,0.0000120604,0.0001004865,0.0000160417,0.0003977799,0.0001621948,1.0000000000,1.0000000000,0.5001000000,0.4968000000,NOMA,
648,"b3,d4",7.071,21.2132,-114,0.0000037388,0.0000988645,0.0000049124,0.0004015003,0.0001512684,1.0000000000,1.0000000000,0.4966000000,0.4884000000,NOMA,
649,"c2,a1",7.071,21.2132,-114,0.0000036596,0.0000997360,0.0000048888,0.0004030517,0.0001470826,1.0000000000,1.0000000000,0.5024000000,0.4866000000,NOMA,
650,"c2,a2",7.071,15.8110,-114,0.0000119125,0.0000988093,0.0000158107,0.0004039752,0.0001602057,1.0000000000,1.0000000000,0.4939000000,0.4954000000,NOMA,
651,"c2,a3",7.071,15.8110,-114,0.0000120544,0.0000999839,0.0000158743,0.0003955102,0.0001609716,1.0000000000,1.0000000000,0.5001000000,0.4924000000,NOMA,
652,"c2,a4",7.071,21.2132,-114,0.0000037076,0.0001011871,0.0000049496,0.0004035167,0.0001494258,1.0000000000,1.0000000000,0.4953000000,0.4875000000,NOMA,
653,"c2,b1",7.071,15.8110,-114,0.0000121469,0.0000982262,0.0000159749,0.0003966465,0.0001603276,1.0000000000,1.0000000000,0.4987000000,0.4997000000,NOMA,
654,"c2,b4",7.071,15.8110,-114,0.0000121313,0.0001004398,0.0000159771,0.0003955077,0.0001611737,1.0000000000,1.0000000000,0.4982000000,0.4931000000,NOMA,
655,"c2,c1",7.071,15.8110,-114,0.0000118231,0.0001000233,0.0000160552,0.0004058999,0.0001633566,1.0000000000,1.0000000000,0.5083000000,0.4952000000,NOMA,
656,"c2,c4",7.071,15.8110,-114,0.0000119636,0.0000991845,0.0000160065,0.0004052044,0.0001624887,1.0000000000,1.0000000000,0.4988000000,0.4913000000,NOMA,
657,"c2,d1",7.071,21.2132,-114,0.0000036895,0.0001010168,0.0000049691,0.0003962361,0.0001516189,1.0000000000,1.0000000000,0.5013000000,0.4850000000,NOMA,
658,"c2,d2",7.071,15.8110,-114,0.0000121534,0.0000993921,0.0000160430,0.0003945610,0.0001608502,1.0000000000,1.0000000000,0.5032000000,0.5027000000,NOMA,
659,"c2,d3",7.071,15.8110,-114,0.0000120604,0.0001004865,0.0000160417,0.0003977799,0.0001621948,1.0000000000,1.0000000000,0.5001000000,0.4968000000,NOMA,
660,"c2,d4",7.071,21.2132,-114,0.0000037388,0.0000988645,0.0000049124,0.0004015003,0.0001512684,1.0000000000,1.0000000000,0.4966000000,0.4884000000,NOMA,
661,"c3,a1",7.071,21.2132,-114,0.0000036596,0.0000997360,0.0000048888,0.0004030517,0.0001470826,1.0000000000,1.0000000000,0.5024000000,0.4866000000,NOMA,
662,"c3,a2",7.071,15.8110,-114,0.0000119125,0.0000988093,0.0000158107,0.0004039752,0.0001602057,1.0000000000,1.0000000000,0.4939000000,0.4954000000,NOMA,
663,"c3,a3",7.071,15.8110,-114,0.0000120544,0.0000999839,0.0000158743,0.0003955102,0.0001609716,1.0000000000,1.0000000000,0.5001000000,0.4924000000,NOMA,
664,"c3,a4",7.071,21.2132,-114,0.0000037076,0.0001011871,0.0000049496,0.0004035167,0.0001494258,1.0000000000,1.0000000000,0.4953000000,0.4875000000,NOMA,
665,"c3,b1",7.071,15.8110,-114,0.0000121469,0.0000982262,0.0000159749,0.0003966465,0.0001603276,1.0000000000,1.0000000000,0.4987000000,0.4997000000,NOMA,
666,"c3,b4",7.071,15.8110,-114,0.0000121313,0.0001004398,0.0000159771,0.0003955077,0.0001611737,1.0000000000,1.0000000000,0.4982000000,0.4931000000,NOMA,
667,"c3,c1",7.071,15.8110,-114,0.0000118231,0.0001000233,0.0000160552,0.0004058999,0.0001633566,1.0000000000,1.0000000000,0.5083000000,0.4952000000,NOMA,
668,"c3,c4",7.071,15.8110,-114,0.0000119636,0.0000991845,0.0000160065,0.0004052044,0.0001624887,1.0000000000,1.0000000000,0.4988000000,0.4913000000,NOMA,
669,"c3,d1",7.071,21.2132,-114,0.0000036895,0.0001010168,0.0000049691,0.0003962361,0.0001516189,1.0000000000,1.0000000000,0.5013000000,0.4850000000,NOMA,
670,"c3,d2",7.071,15.8110,-114,0.0000121534,0.0000993921,0.0000160430,0.0003945610,0.0001608502,1.0000000000,1.0000000000,0.5032000000,0.5027000000,NOMA,
671,"c3,d3",7.071,15.8110,-114,0.0000120604,0.0001004865,0.0000160417,0.0003977799,0.0001621948,1.0000000000,1.0000000000,0.5001000000,0.4968000000,NOMA,
672,"c3,d4",7.071,21.2132,-114,0.0000037388,0.0000988645,0.0000049124,0.0004015003,0.0001512684,1.0000000000,1.0000000000,0.4966000000,0.4884000000,NOMA,
673,"b2,a1",7.071,21.2132,-109,0.0000115725,0.0003153928,0.0000049124,0.0004015003,0.0004650201,1.0000000000,1.0000000000,0.5018000000,0.4827000000,NOMA,
674,"b2,a2",7.071,15.8110,-109,0.0000376699,0.0003124623,0.0000158107,0.0004039752,0.0005065149,1.0000000000,1.0000000000,0.4926000000,0.4912000000,NOMA,
675,"b2,a3",7.071,15.8110,-109,0.0000381188,0.0003161769,0.0000158743,0.0003955102,0.0005089374,1.0000000000,1.0000000000,0.4988000000,0.4904000000,NOMA,
676,"b2,a4",7.071,21.2132,-109,0.0000117242,0.0003199816,0.0000049496,0.0004035167,0.0004724285,1.0000000000,1.0000000000,0.4947000000,0.4848000000,NOMA,
677,"b2,b1",7.071,15.8110,-109,0.0000384112,0.0003106185,0.0000159749,0.0003966465,0.0005069024,1.0000000000,1.0000000000,0.4964000000,0.4972000000,NOMA,
678,"b2,b4",7.071,15.8110,-109,0.0000383619,0.0003176185,0.0000159771,0.0003955077,0.0005095753,1.0000000000,1.0000000000,0.4973000000,0.4899000000,NOMA,
679,"b2,c1",7.071,15.8110,-109,0.0000373874,0.0003163014,0.0000160552,0.0004058999,0.0005164749,1.0000000000,1.0000000000,0.5069000000,0.4909000000,NOMA,
680,"b2,c4",7.071,15.8110,-109,0.0000378317,0.0003136488,0.0000160065,0.0004052044,0.0005137302,1.0000000000,1.0000000000,0.4980000000,0.4858000000,NOMA,
681,"b2,d1",7.071,21.2132,-109,0.0000116672,0.0003194431,0.0000049691,0.0003962361,0.0004793584,1.0000000000,1.0000000000,0.5004000000,0.4807000000,NOMA,
682,"b2,d2",7.071,15.8110,-109,0.0000384316,0.0003143054,0.0000160430,0.0003945610,0.0005085521,1.0000000000,1.0000000000,0.5018000000,0.5002000000,NOMA,
